street_name,year,month,legal_p_at_12,legal_p_at_17,legal_p_at_22,parked_cars_at_12,parked_cars_at_17,parked_cars_at_22,occupancy_at_12_pct,occupancy_at_17_pct,occupancy_at_22_pct,wkb_geometry
Matthæusgade,2024,3,48,48,48,38,39,41,79.0,81.0,85.0,"MULTILINESTRING ((12.548644787012178 55.66977487048352, 12.54864468176259 55.669774865530336, 12.548643581759285 55.669774813178414, 12.548284067538505 55.66975790591897, 12.547998474848054 55.669743621027976, 12.546909922590261 55.66967952600109, 12.545671946880432 55.6696068211277, 12.545661386703728 55.669606199679876, 12.545656791008293 55.669605929722394))"
Matthæusgade,2024,3,33,33,33,27,36,37,82.0,109.0,112.0,"MULTILINESTRING ((12.550985051134022 55.66984391348052, 12.550985046675567 55.66984391335967, 12.55088235106254 55.66984109341469, 12.550870806028826 55.669840777479564, 12.550545521866674 55.66983185898833, 12.55035513755884 55.66982645475674, 12.549898243796559 55.6698134217854, 12.549893959956867 55.669813300219275, 12.549434933010563 55.66980021357515, 12.548882617818299 55.669785344448634))"
Matthæusgade,2024,3,26,26,26,14,18,26,54.0,69.0,100.0,"MULTILINESTRING ((12.552723509421494 55.669893930421345, 12.552723485929732 55.66989392971986, 12.552716223223054 55.66989370849397, 12.552191157295603 55.66987797912422, 12.55204107749033 55.669873693656584, 12.551369542460781 55.66985454546401, 12.551104574390475 55.66984719775014, 12.551089494063433 55.669846782946074, 12.55099345452629 55.66984414128535, 12.550985051134022 55.66984391348052))"
Matthæusgade,2024,10,48,48,48,45,52,52,94.0,108.0,108.0,"MULTILINESTRING ((12.548644787012178 55.66977487048352, 12.54864468176259 55.669774865530336, 12.548643581759285 55.669774813178414, 12.548284067538505 55.66975790591897, 12.547998474848054 55.669743621027976, 12.546909922590261 55.66967952600109, 12.545671946880432 55.6696068211277, 12.545661386703728 55.669606199679876, 12.545656791008293 55.669605929722394))"
Matthæusgade,2024,10,33,33,33,27,34,34,82.0,103.0,103.0,"MULTILINESTRING ((12.550985051134022 55.66984391348052, 12.550985046675567 55.66984391335967, 12.55088235106254 55.66984109341469, 12.550870806028826 55.669840777479564, 12.550545521866674 55.66983185898833, 12.55035513755884 55.66982645475674, 12.549898243796559 55.6698134217854, 12.549893959956867 55.669813300219275, 12.549434933010563 55.66980021357515, 12.548882617818299 55.669785344448634))"
Matthæusgade,2024,10,26,26,26,21,26,26,81.0,100.0,100.0,"MULTILINESTRING ((12.552723509421494 55.669893930421345, 12.552723485929732 55.66989392971986, 12.552716223223054 55.66989370849397, 12.552191157295603 55.66987797912422, 12.55204107749033 55.669873693656584, 12.551369542460781 55.66985454546401, 12.551104574390475 55.66984719775014, 12.551089494063433 55.669846782946074, 12.55099345452629 55.66984414128535, 12.550985051134022 55.66984391348052))"
Meinungsgade,2012,3,69,69,69,48,50,67,70.0,72.0,97.0,"MULTILINESTRING ((12.55314425318332 55.69162595296476, 12.553144276598715 55.69162596807475, 12.553147477974242 55.69162803184858, 12.553319715403667 55.69173917233468, 12.553485533085373 55.69184500818163, 12.553702841388198 55.69198522509853, 12.55399687084708 55.69218316907462, 12.554001978654096 55.69218660972148, 12.55420043624601 55.69229684209644, 12.554211436309933 55.69230295457808, 12.554496154918994 55.692461101844934, 12.555063701310297 55.692779593809895, 12.555271319642635 55.692895933745206, 12.55546320992836 55.69300324380101, 12.555612688118659 55.69308647613705))"
Meinungsgade,2013,3,73,73,73,65,53,51,89.0,73.0,70.0,"MULTILINESTRING ((12.55314425318332 55.69162595296476, 12.553144276598715 55.69162596807475, 12.553147477974242 55.69162803184858, 12.553319715403667 55.69173917233468, 12.553485533085373 55.69184500818163, 12.553702841388198 55.69198522509853, 12.55399687084708 55.69218316907462, 12.554001978654096 55.69218660972148, 12.55420043624601 55.69229684209644, 12.554211436309933 55.69230295457808, 12.554496154918994 55.692461101844934, 12.555063701310297 55.692779593809895, 12.555271319642635 55.692895933745206, 12.55546320992836 55.69300324380101, 12.555612688118659 55.69308647613705))"
Meinungsgade,2013,9,73,73,73,63,73,67,86.0,100.0,92.0,"MULTILINESTRING ((12.55314425318332 55.69162595296476, 12.553144276598715 55.69162596807475, 12.553147477974242 55.69162803184858, 12.553319715403667 55.69173917233468, 12.553485533085373 55.69184500818163, 12.553702841388198 55.69198522509853, 12.55399687084708 55.69218316907462, 12.554001978654096 55.69218660972148, 12.55420043624601 55.69229684209644, 12.554211436309933 55.69230295457808, 12.554496154918994 55.692461101844934, 12.555063701310297 55.692779593809895, 12.555271319642635 55.692895933745206, 12.55546320992836 55.69300324380101, 12.555612688118659 55.69308647613705))"
Meinungsgade,2014,3,73,73,73,60,64,67,82.0,88.0,92.0,"MULTILINESTRING ((12.55314425318332 55.69162595296476, 12.553144276598715 55.69162596807475, 12.553147477974242 55.69162803184858, 12.553319715403667 55.69173917233468, 12.553485533085373 55.69184500818163, 12.553702841388198 55.69198522509853, 12.55399687084708 55.69218316907462, 12.554001978654096 55.69218660972148, 12.55420043624601 55.69229684209644, 12.554211436309933 55.69230295457808, 12.554496154918994 55.692461101844934, 12.555063701310297 55.692779593809895, 12.555271319642635 55.692895933745206, 12.55546320992836 55.69300324380101, 12.555612688118659 55.69308647613705))"
Meinungsgade,2014,9,73,73,73,60,71,93,82.0,97.0,127.0,"MULTILINESTRING ((12.55314425318332 55.69162595296476, 12.553144276598715 55.69162596807475, 12.553147477974242 55.69162803184858, 12.553319715403667 55.69173917233468, 12.553485533085373 55.69184500818163, 12.553702841388198 55.69198522509853, 12.55399687084708 55.69218316907462, 12.554001978654096 55.69218660972148, 12.55420043624601 55.69229684209644, 12.554211436309933 55.69230295457808, 12.554496154918994 55.692461101844934, 12.555063701310297 55.692779593809895, 12.555271319642635 55.692895933745206, 12.55546320992836 55.69300324380101, 12.555612688118659 55.69308647613705))"
Meinungsgade,2015,3,73,73,73,65,73,79,89.0,100.0,108.0,"MULTILINESTRING ((12.55314425318332 55.69162595296476, 12.553144276598715 55.69162596807475, 12.553147477974242 55.69162803184858, 12.553319715403667 55.69173917233468, 12.553485533085373 55.69184500818163, 12.553702841388198 55.69198522509853, 12.55399687084708 55.69218316907462, 12.554001978654096 55.69218660972148, 12.55420043624601 55.69229684209644, 12.554211436309933 55.69230295457808, 12.554496154918994 55.692461101844934, 12.555063701310297 55.692779593809895, 12.555271319642635 55.692895933745206, 12.55546320992836 55.69300324380101, 12.555612688118659 55.69308647613705))"
Meinungsgade,2015,9,73,73,73,71,67,76,97.0,92.0,104.0,"MULTILINESTRING ((12.55314425318332 55.69162595296476, 12.553144276598715 55.69162596807475, 12.553147477974242 55.69162803184858, 12.553319715403667 55.69173917233468, 12.553485533085373 55.69184500818163, 12.553702841388198 55.69198522509853, 12.55399687084708 55.69218316907462, 12.554001978654096 55.69218660972148, 12.55420043624601 55.69229684209644, 12.554211436309933 55.69230295457808, 12.554496154918994 55.692461101844934, 12.555063701310297 55.692779593809895, 12.555271319642635 55.692895933745206, 12.55546320992836 55.69300324380101, 12.555612688118659 55.69308647613705))"
Meinungsgade,2016,3,73,73,73,60,73,77,82.0,100.0,105.0,"MULTILINESTRING ((12.55314425318332 55.69162595296476, 12.553144276598715 55.69162596807475, 12.553147477974242 55.69162803184858, 12.553319715403667 55.69173917233468, 12.553485533085373 55.69184500818163, 12.553702841388198 55.69198522509853, 12.55399687084708 55.69218316907462, 12.554001978654096 55.69218660972148, 12.55420043624601 55.69229684209644, 12.554211436309933 55.69230295457808, 12.554496154918994 55.692461101844934, 12.555063701310297 55.692779593809895, 12.555271319642635 55.692895933745206, 12.55546320992836 55.69300324380101, 12.555612688118659 55.69308647613705))"
Meinungsgade,2016,9,73,73,73,60,66,66,82.0,90.0,90.0,"MULTILINESTRING ((12.55314425318332 55.69162595296476, 12.553144276598715 55.69162596807475, 12.553147477974242 55.69162803184858, 12.553319715403667 55.69173917233468, 12.553485533085373 55.69184500818163, 12.553702841388198 55.69198522509853, 12.55399687084708 55.69218316907462, 12.554001978654096 55.69218660972148, 12.55420043624601 55.69229684209644, 12.554211436309933 55.69230295457808, 12.554496154918994 55.692461101844934, 12.555063701310297 55.692779593809895, 12.555271319642635 55.692895933745206, 12.55546320992836 55.69300324380101, 12.555612688118659 55.69308647613705))"
Meinungsgade,2017,3,73,73,73,71,60,73,97.0,82.0,100.0,"MULTILINESTRING ((12.55314425318332 55.69162595296476, 12.553144276598715 55.69162596807475, 12.553147477974242 55.69162803184858, 12.553319715403667 55.69173917233468, 12.553485533085373 55.69184500818163, 12.553702841388198 55.69198522509853, 12.55399687084708 55.69218316907462, 12.554001978654096 55.69218660972148, 12.55420043624601 55.69229684209644, 12.554211436309933 55.69230295457808, 12.554496154918994 55.692461101844934, 12.555063701310297 55.692779593809895, 12.555271319642635 55.692895933745206, 12.55546320992836 55.69300324380101, 12.555612688118659 55.69308647613705))"
Meinungsgade,2017,9,73,73,73,70,72,78,96.0,99.0,107.0,"MULTILINESTRING ((12.55314425318332 55.69162595296476, 12.553144276598715 55.69162596807475, 12.553147477974242 55.69162803184858, 12.553319715403667 55.69173917233468, 12.553485533085373 55.69184500818163, 12.553702841388198 55.69198522509853, 12.55399687084708 55.69218316907462, 12.554001978654096 55.69218660972148, 12.55420043624601 55.69229684209644, 12.554211436309933 55.69230295457808, 12.554496154918994 55.692461101844934, 12.555063701310297 55.692779593809895, 12.555271319642635 55.692895933745206, 12.55546320992836 55.69300324380101, 12.555612688118659 55.69308647613705))"
Meinungsgade,2018,3,78,78,78,74,75,80,95.0,96.0,103.0,"MULTILINESTRING ((12.55314425318332 55.69162595296476, 12.553144276598715 55.69162596807475, 12.553147477974242 55.69162803184858, 12.553319715403667 55.69173917233468, 12.553485533085373 55.69184500818163, 12.553702841388198 55.69198522509853, 12.55399687084708 55.69218316907462, 12.554001978654096 55.69218660972148, 12.55420043624601 55.69229684209644, 12.554211436309933 55.69230295457808, 12.554496154918994 55.692461101844934, 12.555063701310297 55.692779593809895, 12.555271319642635 55.692895933745206, 12.55546320992836 55.69300324380101, 12.555612688118659 55.69308647613705))"
Meinungsgade,2018,9,78,78,78,74,83,78,95.0,106.0,100.0,"MULTILINESTRING ((12.55314425318332 55.69162595296476, 12.553144276598715 55.69162596807475, 12.553147477974242 55.69162803184858, 12.553319715403667 55.69173917233468, 12.553485533085373 55.69184500818163, 12.553702841388198 55.69198522509853, 12.55399687084708 55.69218316907462, 12.554001978654096 55.69218660972148, 12.55420043624601 55.69229684209644, 12.554211436309933 55.69230295457808, 12.554496154918994 55.692461101844934, 12.555063701310297 55.692779593809895, 12.555271319642635 55.692895933745206, 12.55546320992836 55.69300324380101, 12.555612688118659 55.69308647613705))"
Meinungsgade,2019,3,78,78,78,63,60,70,81.0,77.0,90.0,"MULTILINESTRING ((12.55314425318332 55.69162595296476, 12.553144276598715 55.69162596807475, 12.553147477974242 55.69162803184858, 12.553319715403667 55.69173917233468, 12.553485533085373 55.69184500818163, 12.553702841388198 55.69198522509853, 12.55399687084708 55.69218316907462, 12.554001978654096 55.69218660972148, 12.55420043624601 55.69229684209644, 12.554211436309933 55.69230295457808, 12.554496154918994 55.692461101844934, 12.555063701310297 55.692779593809895, 12.555271319642635 55.692895933745206, 12.55546320992836 55.69300324380101, 12.555612688118659 55.69308647613705))"
Meinungsgade,2019,9,78,78,78,68,75,78,87.0,96.0,100.0,"MULTILINESTRING ((12.55314425318332 55.69162595296476, 12.553144276598715 55.69162596807475, 12.553147477974242 55.69162803184858, 12.553319715403667 55.69173917233468, 12.553485533085373 55.69184500818163, 12.553702841388198 55.69198522509853, 12.55399687084708 55.69218316907462, 12.554001978654096 55.69218660972148, 12.55420043624601 55.69229684209644, 12.554211436309933 55.69230295457808, 12.554496154918994 55.692461101844934, 12.555063701310297 55.692779593809895, 12.555271319642635 55.692895933745206, 12.55546320992836 55.69300324380101, 12.555612688118659 55.69308647613705))"
Meinungsgade,2020,9,76,76,76,77,83,88,101.0,109.0,116.0,"MULTILINESTRING ((12.55314425318332 55.69162595296476, 12.553144276598715 55.69162596807475, 12.553147477974242 55.69162803184858, 12.553319715403667 55.69173917233468, 12.553485533085373 55.69184500818163, 12.553702841388198 55.69198522509853, 12.55399687084708 55.69218316907462, 12.554001978654096 55.69218660972148, 12.55420043624601 55.69229684209644, 12.554211436309933 55.69230295457808, 12.554496154918994 55.692461101844934, 12.555063701310297 55.692779593809895, 12.555271319642635 55.692895933745206, 12.55546320992836 55.69300324380101, 12.555612688118659 55.69308647613705))"
Meinungsgade,2021,3,76,76,76,68,87,84,89.0,114.0,111.0,"MULTILINESTRING ((12.55314425318332 55.69162595296476, 12.553144276598715 55.69162596807475, 12.553147477974242 55.69162803184858, 12.553319715403667 55.69173917233468, 12.553485533085373 55.69184500818163, 12.553702841388198 55.69198522509853, 12.55399687084708 55.69218316907462, 12.554001978654096 55.69218660972148, 12.55420043624601 55.69229684209644, 12.554211436309933 55.69230295457808, 12.554496154918994 55.692461101844934, 12.555063701310297 55.692779593809895, 12.555271319642635 55.692895933745206, 12.55546320992836 55.69300324380101, 12.555612688118659 55.69308647613705))"
Meinungsgade,2021,9,79,79,79,72,81,85,91.0,103.0,108.0,"MULTILINESTRING ((12.55314425318332 55.69162595296476, 12.553144276598715 55.69162596807475, 12.553147477974242 55.69162803184858, 12.553319715403667 55.69173917233468, 12.553485533085373 55.69184500818163, 12.553702841388198 55.69198522509853, 12.55399687084708 55.69218316907462, 12.554001978654096 55.69218660972148, 12.55420043624601 55.69229684209644, 12.554211436309933 55.69230295457808, 12.554496154918994 55.692461101844934, 12.555063701310297 55.692779593809895, 12.555271319642635 55.692895933745206, 12.55546320992836 55.69300324380101, 12.555612688118659 55.69308647613705))"
Meinungsgade,2022,3,72,72,72,72,80,83,100.0,111.0,115.0,"MULTILINESTRING ((12.55314425318332 55.69162595296476, 12.553144276598715 55.69162596807475, 12.553147477974242 55.69162803184858, 12.553319715403667 55.69173917233468, 12.553485533085373 55.69184500818163, 12.553702841388198 55.69198522509853, 12.55399687084708 55.69218316907462, 12.554001978654096 55.69218660972148, 12.55420043624601 55.69229684209644, 12.554211436309933 55.69230295457808, 12.554496154918994 55.692461101844934, 12.555063701310297 55.692779593809895, 12.555271319642635 55.692895933745206, 12.55546320992836 55.69300324380101, 12.555612688118659 55.69308647613705))"
Meinungsgade,2022,9,69,70,70,85,79,81,123.0,113.0,116.0,"MULTILINESTRING ((12.55314425318332 55.69162595296476, 12.553144276598715 55.69162596807475, 12.553147477974242 55.69162803184858, 12.553319715403667 55.69173917233468, 12.553485533085373 55.69184500818163, 12.553702841388198 55.69198522509853, 12.55399687084708 55.69218316907462, 12.554001978654096 55.69218660972148, 12.55420043624601 55.69229684209644, 12.554211436309933 55.69230295457808, 12.554496154918994 55.692461101844934, 12.555063701310297 55.692779593809895, 12.555271319642635 55.692895933745206, 12.55546320992836 55.69300324380101, 12.555612688118659 55.69308647613705))"
Meinungsgade,2023,3,67,68,68,72,79,79,107.0,116.0,116.0,"MULTILINESTRING ((12.55314425318332 55.69162595296476, 12.553144276598715 55.69162596807475, 12.553147477974242 55.69162803184858, 12.553319715403667 55.69173917233468, 12.553485533085373 55.69184500818163, 12.553702841388198 55.69198522509853, 12.55399687084708 55.69218316907462, 12.554001978654096 55.69218660972148, 12.55420043624601 55.69229684209644, 12.554211436309933 55.69230295457808, 12.554496154918994 55.692461101844934, 12.555063701310297 55.692779593809895, 12.555271319642635 55.692895933745206, 12.55546320992836 55.69300324380101, 12.555612688118659 55.69308647613705))"
Meinungsgade,2023,10,67,70,70,58,74,73,87.0,106.0,104.0,"MULTILINESTRING ((12.55314425318332 55.69162595296476, 12.553144276598715 55.69162596807475, 12.553147477974242 55.69162803184858, 12.553319715403667 55.69173917233468, 12.553485533085373 55.69184500818163, 12.553702841388198 55.69198522509853, 12.55399687084708 55.69218316907462, 12.554001978654096 55.69218660972148, 12.55420043624601 55.69229684209644, 12.554211436309933 55.69230295457808, 12.554496154918994 55.692461101844934, 12.555063701310297 55.692779593809895, 12.555271319642635 55.692895933745206, 12.55546320992836 55.69300324380101, 12.555612688118659 55.69308647613705))"
Meinungsgade,2024,3,67,70,70,78,72,71,116.0,103.0,101.0,"MULTILINESTRING ((12.55314425318332 55.69162595296476, 12.553144276598715 55.69162596807475, 12.553147477974242 55.69162803184858, 12.553319715403667 55.69173917233468, 12.553485533085373 55.69184500818163, 12.553702841388198 55.69198522509853, 12.55399687084708 55.69218316907462, 12.554001978654096 55.69218660972148, 12.55420043624601 55.69229684209644, 12.554211436309933 55.69230295457808, 12.554496154918994 55.692461101844934, 12.555063701310297 55.692779593809895, 12.555271319642635 55.692895933745206, 12.55546320992836 55.69300324380101, 12.555612688118659 55.69308647613705))"
Meinungsgade,2024,10,67,70,70,73,79,79,109.0,113.0,113.0,"MULTILINESTRING ((12.55314425318332 55.69162595296476, 12.553144276598715 55.69162596807475, 12.553147477974242 55.69162803184858, 12.553319715403667 55.69173917233468, 12.553485533085373 55.69184500818163, 12.553702841388198 55.69198522509853, 12.55399687084708 55.69218316907462, 12.554001978654096 55.69218660972148, 12.55420043624601 55.69229684209644, 12.554211436309933 55.69230295457808, 12.554496154918994 55.692461101844934, 12.555063701310297 55.692779593809895, 12.555271319642635 55.692895933745206, 12.55546320992836 55.69300324380101, 12.555612688118659 55.69308647613705))"
Meklenborggade,2012,3,25,25,25,23,24,23,92.0,96.0,92.0,"MULTILINESTRING ((12.610238152056427 55.665751290535425, 12.610241770318286 55.66574550781713, 12.610397948715487 55.66549590781171, 12.61062821967784 55.66512714581305))"
Meklenborggade,2013,3,21,21,21,21,21,24,100.0,100.0,114.0,"MULTILINESTRING ((12.610238152056427 55.665751290535425, 12.610241770318286 55.66574550781713, 12.610397948715487 55.66549590781171, 12.61062821967784 55.66512714581305))"
Meklenborggade,2013,9,21,21,21,23,21,23,110.0,100.0,110.0,"MULTILINESTRING ((12.610238152056427 55.665751290535425, 12.610241770318286 55.66574550781713, 12.610397948715487 55.66549590781171, 12.61062821967784 55.66512714581305))"
Meklenborggade,2014,3,21,21,21,22,25,26,105.0,119.0,124.0,"MULTILINESTRING ((12.610238152056427 55.665751290535425, 12.610241770318286 55.66574550781713, 12.610397948715487 55.66549590781171, 12.61062821967784 55.66512714581305))"
Meklenborggade,2014,9,21,21,21,19,24,25,90.0,114.0,119.0,"MULTILINESTRING ((12.610238152056427 55.665751290535425, 12.610241770318286 55.66574550781713, 12.610397948715487 55.66549590781171, 12.61062821967784 55.66512714581305))"
Meklenborggade,2015,3,21,21,21,16,24,25,76.0,114.0,119.0,"MULTILINESTRING ((12.610238152056427 55.665751290535425, 12.610241770318286 55.66574550781713, 12.610397948715487 55.66549590781171, 12.61062821967784 55.66512714581305))"
Meklenborggade,2015,9,21,21,21,25,27,27,119.0,129.0,129.0,"MULTILINESTRING ((12.610238152056427 55.665751290535425, 12.610241770318286 55.66574550781713, 12.610397948715487 55.66549590781171, 12.61062821967784 55.66512714581305))"
Meklenborggade,2016,3,21,21,21,25,25,24,119.0,119.0,114.0,"MULTILINESTRING ((12.610238152056427 55.665751290535425, 12.610241770318286 55.66574550781713, 12.610397948715487 55.66549590781171, 12.61062821967784 55.66512714581305))"
Meklenborggade,2016,9,21,21,21,15,21,25,71.0,100.0,119.0,"MULTILINESTRING ((12.610238152056427 55.665751290535425, 12.610241770318286 55.66574550781713, 12.610397948715487 55.66549590781171, 12.61062821967784 55.66512714581305))"
Meklenborggade,2017,3,21,21,21,13,17,24,62.0,81.0,114.0,"MULTILINESTRING ((12.610238152056427 55.665751290535425, 12.610241770318286 55.66574550781713, 12.610397948715487 55.66549590781171, 12.61062821967784 55.66512714581305))"
Meklenborggade,2017,9,21,21,21,17,24,25,81.0,114.0,119.0,"MULTILINESTRING ((12.610238152056427 55.665751290535425, 12.610241770318286 55.66574550781713, 12.610397948715487 55.66549590781171, 12.61062821967784 55.66512714581305))"
Meklenborggade,2018,3,21,21,21,13,21,25,62.0,100.0,119.0,"MULTILINESTRING ((12.610238152056427 55.665751290535425, 12.610241770318286 55.66574550781713, 12.610397948715487 55.66549590781171, 12.61062821967784 55.66512714581305))"
Meklenborggade,2018,9,21,21,21,24,18,24,114.0,86.0,114.0,"MULTILINESTRING ((12.610238152056427 55.665751290535425, 12.610241770318286 55.66574550781713, 12.610397948715487 55.66549590781171, 12.61062821967784 55.66512714581305))"
Meklenborggade,2019,3,23,23,23,27,25,28,117.0,109.0,122.0,"MULTILINESTRING ((12.610238152056427 55.665751290535425, 12.610241770318286 55.66574550781713, 12.610397948715487 55.66549590781171, 12.61062821967784 55.66512714581305))"
Meklenborggade,2019,9,23,23,23,24,28,32,104.0,122.0,139.0,"MULTILINESTRING ((12.610238152056427 55.665751290535425, 12.610241770318286 55.66574550781713, 12.610397948715487 55.66549590781171, 12.61062821967784 55.66512714581305))"
Meklenborggade,2020,9,23,23,23,13,23,26,57.0,100.0,113.0,"MULTILINESTRING ((12.610238152056427 55.665751290535425, 12.610241770318286 55.66574550781713, 12.610397948715487 55.66549590781171, 12.61062821967784 55.66512714581305))"
Meklenborggade,2021,3,23,23,23,18,25,27,78.0,109.0,117.0,"MULTILINESTRING ((12.610238152056427 55.665751290535425, 12.610241770318286 55.66574550781713, 12.610397948715487 55.66549590781171, 12.61062821967784 55.66512714581305))"
Meklenborggade,2021,9,23,23,23,15,21,26,65.0,91.0,113.0,"MULTILINESTRING ((12.610238152056427 55.665751290535425, 12.610241770318286 55.66574550781713, 12.610397948715487 55.66549590781171, 12.61062821967784 55.66512714581305))"
Meklenborggade,2022,3,25,25,25,15,25,26,60.0,100.0,104.0,"MULTILINESTRING ((12.610238152056427 55.665751290535425, 12.610241770318286 55.66574550781713, 12.610397948715487 55.66549590781171, 12.61062821967784 55.66512714581305))"
Meklenborggade,2022,9,25,25,25,14,27,28,56.0,108.0,112.0,"MULTILINESTRING ((12.610238152056427 55.665751290535425, 12.610241770318286 55.66574550781713, 12.610397948715487 55.66549590781171, 12.61062821967784 55.66512714581305))"
Meklenborggade,2023,3,25,25,25,24,25,25,96.0,100.0,100.0,"MULTILINESTRING ((12.610238152056427 55.665751290535425, 12.610241770318286 55.66574550781713, 12.610397948715487 55.66549590781171, 12.61062821967784 55.66512714581305))"
Meklenborggade,2023,10,25,25,25,15,24,25,60.0,96.0,100.0,"MULTILINESTRING ((12.610238152056427 55.665751290535425, 12.610241770318286 55.66574550781713, 12.610397948715487 55.66549590781171, 12.61062821967784 55.66512714581305))"
Meklenborggade,2024,3,25,25,25,15,22,26,60.0,88.0,104.0,"MULTILINESTRING ((12.610238152056427 55.665751290535425, 12.610241770318286 55.66574550781713, 12.610397948715487 55.66549590781171, 12.61062821967784 55.66512714581305))"
Meklenborggade,2024,10,25,25,25,27,27,29,108.0,108.0,116.0,"MULTILINESTRING ((12.610238152056427 55.665751290535425, 12.610241770318286 55.66574550781713, 12.610397948715487 55.66549590781171, 12.61062821967784 55.66512714581305))"
Mellemforts Allé,2012,3,33,33,33,15,23,30,45.0,70.0,91.0,"MULTILINESTRING ((12.619920581237409 55.6601839463209, 12.619934025795638 55.66018679248949, 12.620424205449538 55.660290550867, 12.620843522664707 55.660378220367576))"
Mellemforts Allé,2013,3,33,33,33,14,21,29,42.0,64.0,88.0,"MULTILINESTRING ((12.619920581237409 55.6601839463209, 12.619934025795638 55.66018679248949, 12.620424205449538 55.660290550867, 12.620843522664707 55.660378220367576))"
Mellemforts Allé,2013,9,33,33,33,12,18,30,36.0,55.0,91.0,"MULTILINESTRING ((12.619920581237409 55.6601839463209, 12.619934025795638 55.66018679248949, 12.620424205449538 55.660290550867, 12.620843522664707 55.660378220367576))"
Mellemforts Allé,2014,3,33,33,33,18,23,30,55.0,70.0,91.0,"MULTILINESTRING ((12.619920581237409 55.6601839463209, 12.619934025795638 55.66018679248949, 12.620424205449538 55.660290550867, 12.620843522664707 55.660378220367576))"
Mellemforts Allé,2014,9,33,33,33,8,14,16,24.0,42.0,48.0,"MULTILINESTRING ((12.619920581237409 55.6601839463209, 12.619934025795638 55.66018679248949, 12.620424205449538 55.660290550867, 12.620843522664707 55.660378220367576))"
Mellemforts Allé,2015,3,33,33,33,10,15,17,30.0,45.0,52.0,"MULTILINESTRING ((12.619920581237409 55.6601839463209, 12.619934025795638 55.66018679248949, 12.620424205449538 55.660290550867, 12.620843522664707 55.660378220367576))"
Mellemforts Allé,2015,9,33,33,33,7,17,18,21.0,52.0,55.0,"MULTILINESTRING ((12.619920581237409 55.6601839463209, 12.619934025795638 55.66018679248949, 12.620424205449538 55.660290550867, 12.620843522664707 55.660378220367576))"
Mellemforts Allé,2016,3,33,33,33,13,19,22,39.0,58.0,67.0,"MULTILINESTRING ((12.619920581237409 55.6601839463209, 12.619934025795638 55.66018679248949, 12.620424205449538 55.660290550867, 12.620843522664707 55.660378220367576))"
Mellemforts Allé,2016,9,33,33,33,8,16,20,24.0,48.0,61.0,"MULTILINESTRING ((12.619920581237409 55.6601839463209, 12.619934025795638 55.66018679248949, 12.620424205449538 55.660290550867, 12.620843522664707 55.660378220367576))"
Mellemforts Allé,2017,3,33,33,33,6,25,27,18.0,76.0,82.0,"MULTILINESTRING ((12.619920581237409 55.6601839463209, 12.619934025795638 55.66018679248949, 12.620424205449538 55.660290550867, 12.620843522664707 55.660378220367576))"
Mellemforts Allé,2017,9,33,33,33,15,16,30,45.0,48.0,91.0,"MULTILINESTRING ((12.619920581237409 55.6601839463209, 12.619934025795638 55.66018679248949, 12.620424205449538 55.660290550867, 12.620843522664707 55.660378220367576))"
Mellemforts Allé,2018,3,33,33,33,10,21,30,30.0,64.0,91.0,"MULTILINESTRING ((12.619920581237409 55.6601839463209, 12.619934025795638 55.66018679248949, 12.620424205449538 55.660290550867, 12.620843522664707 55.660378220367576))"
Mellemforts Allé,2018,9,33,33,33,9,22,29,27.0,67.0,88.0,"MULTILINESTRING ((12.619920581237409 55.6601839463209, 12.619934025795638 55.66018679248949, 12.620424205449538 55.660290550867, 12.620843522664707 55.660378220367576))"
Mellemforts Allé,2019,3,33,33,33,10,23,29,30.0,70.0,88.0,"MULTILINESTRING ((12.619920581237409 55.6601839463209, 12.619934025795638 55.66018679248949, 12.620424205449538 55.660290550867, 12.620843522664707 55.660378220367576))"
Mellemforts Allé,2019,9,33,33,33,14,24,31,42.0,73.0,94.0,"MULTILINESTRING ((12.619920581237409 55.6601839463209, 12.619934025795638 55.66018679248949, 12.620424205449538 55.660290550867, 12.620843522664707 55.660378220367576))"
Mellemforts Allé,2020,9,33,33,33,20,27,30,61.0,82.0,91.0,"MULTILINESTRING ((12.619920581237409 55.6601839463209, 12.619934025795638 55.66018679248949, 12.620424205449538 55.660290550867, 12.620843522664707 55.660378220367576))"
Mellemforts Allé,2021,3,33,33,33,17,30,29,52.0,91.0,88.0,"MULTILINESTRING ((12.619920581237409 55.6601839463209, 12.619934025795638 55.66018679248949, 12.620424205449538 55.660290550867, 12.620843522664707 55.660378220367576))"
Mellemforts Allé,2021,9,33,33,33,16,24,29,48.0,73.0,88.0,"MULTILINESTRING ((12.619920581237409 55.6601839463209, 12.619934025795638 55.66018679248949, 12.620424205449538 55.660290550867, 12.620843522664707 55.660378220367576))"
Mellemforts Allé,2022,3,32,32,32,12,20,31,38.0,63.0,97.0,"MULTILINESTRING ((12.619920581237409 55.6601839463209, 12.619934025795638 55.66018679248949, 12.620424205449538 55.660290550867, 12.620843522664707 55.660378220367576))"
Mellemforts Allé,2022,9,32,32,32,17,22,31,53.0,69.0,97.0,"MULTILINESTRING ((12.619920581237409 55.6601839463209, 12.619934025795638 55.66018679248949, 12.620424205449538 55.660290550867, 12.620843522664707 55.660378220367576))"
