FID,vejkode,vejnavn,antal_pladser,restriktion,vejstatus,vejside,bydel,p_ordning,p_type,p_status,rettelsedato,oprettelsesdato,x,id,taelle_id,startdato_midlertidigt_nedlagt,slutdato_midlertidigt_nedlagt,restriktionstype,restriktionstekst,taelle_note,delebilsklub,aendring_p_ordning,uuid,ogc_fid,wkb_geometry
p_pladser.10830,3220,Højstrupvej,3,nej,Privat fællesvej,Lige husnr.,Vanløse,"Privat ordning, privat fællesvej",Uafmærket parkering,,2025-04-09T09:42:05.821,2007-05-22T00:00:00,,34403,6496,,,,,,,,93c9d77d-93bf-48ac-a364-4ab4d3c04797,10830,"MULTILINESTRING ((12.487645673931299 55.69391744113246, 12.487628615468923 55.69407358855087))"
p_pladser.10831,3220,Højstrupvej,2,nej,Privat fællesvej,Lige husnr.,Vanløse,"Privat ordning, privat fællesvej",Uafmærket parkering,,2025-04-09T09:42:05.821,2007-05-22T00:00:00,,34405,6496,,,,,,,,9a81b88f-4a90-468e-8cb6-8abfd1b249db,10831,"MULTILINESTRING ((12.48767776840042 55.69359126647234, 12.48766744715437 55.69369616140209))"
p_pladser.10832,3220,Højstrupvej,2,nej,Privat fællesvej,Lige husnr.,Vanløse,"Privat ordning, privat fællesvej",Uafmærket parkering,,2025-04-09T09:42:05.821,2007-05-22T00:00:00,,34406,6496,,,,,,,,8df015cf-af6a-4e5d-b07c-85b546972f65,10832,"MULTILINESTRING ((12.48769261142921 55.69344041567776, 12.487682474159252 55.69354359568288))"
p_pladser.10833,3220,Højstrupvej,2,nej,Privat fællesvej,Ulige husnr.,Vanløse,"Privat ordning, privat fællesvej",Uafmærket parkering,,2025-04-09T09:42:05.821,2007-05-23T00:00:00,,49308,6496,,,,,,,,6bf13e51-ff29-4b45-88dc-af6afab187b2,10833,"MULTILINESTRING ((12.487550783635987 55.69361767682535, 12.487547401855002 55.69370811078773))"
p_pladser.10834,3220,Højstrupvej,4,nej,Privat fællesvej,Lige husnr.,Vanløse,"Privat ordning, privat fællesvej",Uafmærket parkering,,2025-04-09T09:42:05.821,2007-05-22T00:00:00,,34407,6496,,,,,,,,b3d93651-5751-434b-81cd-50c14c7fd37f,10834,"MULTILINESTRING ((12.48771900951279 55.693205362741786, 12.487697109979322 55.69339898955687))"
p_pladser.10835,3220,Højstrupvej,3,nej,Privat fællesvej,Ulige husnr.,Vanløse,"Privat ordning, privat fællesvej",Uafmærket parkering,,2025-04-09T09:42:05.821,2007-05-23T00:00:00,,35436,6496,,,,,,,,73394dcc-a8e7-44b6-88ee-5832b98e7885,10835,"MULTILINESTRING ((12.487363381729665 55.695444403973205, 12.487346970287222 55.69559232946622))"
p_pladser.10836,3220,Højstrupvej,1,nej,Privat fællesvej,Ulige husnr.,Vanløse,"Privat ordning, privat fællesvej",Uafmærket parkering,,2025-04-09T09:42:05.821,2007-05-23T00:00:00,,35435,6496,,,,,,,,e5410fdd-8c90-4992-8010-fef3e75f1fe6,10836,"MULTILINESTRING ((12.487326350194994 55.69577976505167, 12.487319202897842 55.695849061118935))"
p_pladser.10837,3220,Højstrupvej,2,nej,Privat fællesvej,Ulige husnr.,Vanløse,"Privat ordning, privat fællesvej",Uafmærket parkering,,2025-04-09T09:42:05.821,2007-05-23T00:00:00,,35431,6496,,,,,,,,f6a85211-8529-41ba-9091-b795a4298b5c,10837,"MULTILINESTRING ((12.4876424242309 55.69279715999526, 12.487632166906938 55.69288390773552))"
p_pladser.10838,3220,Højstrupvej,2,nej,Privat fællesvej,Ulige husnr.,Vanløse,"Privat ordning, privat fællesvej",Uafmærket parkering,,2025-04-09T09:42:05.821,2007-05-23T00:00:00,,35428,6496,,,,,,,,d1b74f1f-feed-4bb1-a3bc-215671d9b6ea,10838,"MULTILINESTRING ((12.487588823165387 55.693302834742724, 12.487579198318533 55.693397255948234))"
p_pladser.10839,3220,Højstrupvej,3,nej,Privat fællesvej,Ulige husnr.,Vanløse,"Privat ordning, privat fællesvej",Uafmærket parkering,,2025-04-09T09:42:05.821,2007-05-23T00:00:00,,35427,6496,,,,,,,,5afcc3d5-34e1-4b42-9c7a-a1afb783aa9d,10839,"MULTILINESTRING ((12.487575543955389 55.693432727389464, 12.487560416062006 55.69358030617953))"
p_pladser.10840,3220,Højstrupvej,6,nej,Privat fællesvej,Lige husnr.,Vanløse,"Privat ordning, privat fællesvej",Uafmærket parkering,,2025-04-09T09:42:05.821,2007-05-22T00:00:00,,34408,6496,,,,,,,,5a756a2f-25f7-4f3e-ba71-1c73eba32cc2,10840,"MULTILINESTRING ((12.4877576729678 55.69281960399655, 12.487736000345704 55.6930479818204, 12.487726088070831 55.69314357898684))"
p_pladser.10841,3220,Højstrupvej,1,nej,Privat fællesvej,Ulige husnr.,Vanløse,"Privat ordning, privat fællesvej",Uafmærket parkering,,2025-04-09T09:42:05.821,2007-05-23T00:00:00,,35426,6496,,,,,,,,9685e3f5-18da-48f6-b4a2-3d28642d75f8,10841,"MULTILINESTRING ((12.487541396750196 55.693761981745716, 12.487533703073215 55.69382953401964))"
p_pladser.10842,3220,Højstrupvej,2,nej,Privat fællesvej,Ulige husnr.,Vanløse,"Privat ordning, privat fællesvej",Uafmærket parkering,,2025-04-09T09:42:05.821,2007-05-23T00:00:00,,35322,6496,,,,,,,,d170b591-e790-455f-9b95-ffb4ff6fcff9,10842,"MULTILINESTRING ((12.487438643288323 55.694723474692964, 12.487427707108719 55.694821893943114))"
p_pladser.10843,3224,Høkerboderne,1,ja,Offentlig vej,Ulige husnr.,Vesterbro-Kongens Enghave,3 timers restriktion,Uafmærket parkering,,2021-01-15T20:19:48.41,2013-05-25T20:35:18,,40601,243,,,Tidsbegrænsning,1 time 8-17 (8-17),,,,25d202a3-6bf7-40cb-bb74-05de7e14a9b8,10843,"MULTILINESTRING ((12.558125143488123 55.66812385552306, 12.55817233502293 55.66809047720614))"
p_pladser.10844,3224,Høkerboderne,13,ja,Offentlig vej,Lige husnr.,Vesterbro-Kongens Enghave,3 timers restriktion,"Afmærket skråparkering, 75°",,2021-01-15T20:19:48.066,2013-05-25T20:35:18,,40162,243,,,Tidsbegrænsning,1 time 8-17 (8-17),,,,0d0d1a4c-8104-4f8c-afce-33084c7ac72e,10844,"MULTILINESTRING ((12.55801534951164 55.66801742539222, 12.557682248591108 55.668250170457334))"
p_pladser.10845,3224,Høkerboderne,6,ja,Offentlig vej,Lige husnr.,Vesterbro-Kongens Enghave,3 timers restriktion,"Afmærket skråparkering, 75°",,2021-01-15T20:19:48.134,2013-05-25T20:35:18,,40161,243,,,Tidsbegrænsning,1 time 8-17 (8-17),,,,e1ef6bf0-a7de-4a92-ae0d-ca4c5b0a9780,10845,"MULTILINESTRING ((12.557596918666086 55.668311187108586, 12.557433719017117 55.6684245166608))"
p_pladser.10846,3232,Hørhusvej,26,ja,Privat fællesvej,Lige husnr.,Amager Vest,3 timers restriktion,"Afmærket skråparkering, 90°",,2024-02-16T08:52:45.162,2003-12-02T00:00:00,,17144,1230,,,Tidsbegrænsning,8-22,,,,f0ddceff-fcc2-4c5b-bceb-4e92074000a1,10846,"MULTILINESTRING ((12.598609292898688 55.657470408279615, 12.598609292898688 55.657470408279615, 12.597828379059289 55.657775496882415, 12.597828379059289 55.657775496882415))"
p_pladser.10847,3232,Hørhusvej,1,ja,Privat fællesvej,Lige husnr.,Amager Vest,3 timers restriktion,"Afmærket skråparkering, 90°",,2024-02-16T08:52:45.162,2003-12-02T00:00:00,,17046,1230,,,Tidsbegrænsning,8-22,,,,551299aa-4336-4d29-bb6a-d491f08f0609,10847,"MULTILINESTRING ((12.600793567633989 55.65672144102278, 12.600752673659072 55.65672862690581))"
p_pladser.10848,3232,Hørhusvej,5,ja,Privat fællesvej,Ulige husnr.,Amager Vest,3 timers restriktion,Uafmærket parkering,,2024-02-16T08:52:45.162,2003-12-02T00:00:00,,17149,1230,,,Tidsbegrænsning,8-22,,,,8222f4e1-301a-478c-99de-34c078b9ad96,10848,"MULTILINESTRING ((12.60028615956015 55.656678145217995, 12.600322786094404 55.65666479713363, 12.600711191255423 55.65659457273576))"
p_pladser.10849,3232,Hørhusvej,1,ja,Privat fællesvej,Ulige husnr.,Amager Vest,3 timers restriktion,Uafmærket parkering,,2024-02-16T08:52:45.162,2003-12-02T00:00:00,,50248,1230,,,Tidsbegrænsning,8-22,,,,e8b467ea-ff12-40f6-b5c6-49e748d52e07,10849,"MULTILINESTRING ((12.600086775711612 55.6567532104277, 12.60017265588872 55.65672379794757))"
p_pladser.10850,3232,Hørhusvej,3,ja,Privat fællesvej,Ulige husnr.,Amager Vest,3 timers restriktion,Uafmærket parkering,,2024-02-16T08:52:45.162,2003-12-02T00:00:00,,51832,1230,,,Tidsbegrænsning,8-22,,,,71596414-3077-4684-a9b2-0f8dc41d6da0,10850,"MULTILINESTRING ((12.598557063741003 55.65732610013834, 12.598784307950297 55.65723674104334))"
p_pladser.10851,3232,Hørhusvej,1,nej,Privat fællesvej,Lige husnr.,Amager Vest,Handicap parkering,"Afmærket skråparkering, 90°",,2023-12-20T11:27:15.66,2003-12-02T00:00:00,"ved husnr. 2A ""BK 90 975""",52078,,,,,,,,,0d5b0f9d-ad8b-401f-a2fa-ca32eed8d867,10851,"MULTILINESTRING ((12.600752673659072 55.65672862690581, 12.600704494056457 55.65673709299751))"
p_pladser.10852,3232,Hørhusvej,7,ja,Privat fællesvej,Ulige husnr.,Amager Vest,3 timers restriktion,Uafmærket parkering,,2024-02-16T08:52:45.162,2003-12-02T00:00:00,,17148,1230,,,Tidsbegrænsning,8-22,,,,4e5b8347-c6ee-4694-aa21-52b44a824b0e,10852,"MULTILINESTRING ((12.59900906668164 55.65715269568715, 12.599525556601987 55.65696230500581))"
p_pladser.10853,3232,Hørhusvej,10,ja,Privat fællesvej,Ulige husnr.,Amager Vest,3 timers restriktion,Uafmærket parkering,,2024-02-16T08:52:45.162,2003-12-02T00:00:00,,17147,1230,,,Tidsbegrænsning,8-22,,,,3700bb9e-17e8-4595-8300-42091b9dc672,10853,"MULTILINESTRING ((12.597808723840995 55.65761968508411, 12.597905586874324 55.65758219163531, 12.597963378493022 55.65755955074192, 12.598557063741003 55.65732610013834))"
p_pladser.10854,3232,Hørhusvej,3,ja,Privat fællesvej,Ulige husnr.,Amager Vest,3 timers restriktion,Uafmærket parkering,,2024-02-16T08:52:45.162,2003-12-02T00:00:00,,17146,1230,,,Tidsbegrænsning,8-22,,,,94acbd62-c8e5-468f-bdb0-90964bfc3f4c,10854,"MULTILINESTRING ((12.597445640324793 55.65776238196854, 12.597681267615279 55.65767007218574))"
p_pladser.10855,3232,Hørhusvej,44,ja,Privat fællesvej,Lige husnr.,Amager Vest,3 timers restriktion,"Afmærket skråparkering, 90°",,2024-02-16T08:52:45.162,2003-12-02T00:00:00,,17045,1230,,,Tidsbegrænsning,8-22,,,,57ec8a97-c7cd-49f2-bee4-01d8169ebb35,10855,"MULTILINESTRING ((12.600639404678285 55.656748534246795, 12.600425725948977 55.65678546889063, 12.599254020122274 55.6572224103323))"
p_pladser.10856,3232,Hørhusvej,4,ja,Privat fællesvej,Lige husnr.,Amager Vest,3 timers restriktion,"Afmærket skråparkering, 90°",,2024-02-16T08:52:45.162,2003-12-02T00:00:00,,17143,1230,,,Tidsbegrænsning,8-22,,,,ad546965-fff7-4f1e-8f7b-4d062ebfac46,10856,"MULTILINESTRING ((12.598842175868109 55.65738038513819, 12.598697962538049 55.65743523331354))"
p_pladser.10857,3232,Hørhusvej,1,nej,Privat fællesvej,Lige husnr.,Amager Vest,Besøgsplads,"Afmærket skråparkering, 90°",oprettet,2021-01-18T10:00:29.997,2017-04-11T10:41:13.569,,45821,,,,,,,,,f7e31b0f-911d-487c-b005-63df022cc966,10857,"MULTILINESTRING ((12.597657246860264 55.65784212235767, 12.597626883418961 55.65785393326635))"
p_pladser.10858,3232,Hørhusvej,4,ja,Privat fællesvej,Ulige husnr.,Amager Vest,3 timers restriktion,Uafmærket parkering,,2024-02-16T08:52:45.162,2003-12-02T00:00:00,,50247,1230,,,Tidsbegrænsning,8-22,,,,a9756a38-0f4e-40cb-a2a8-bcd6ada6d464,10858,"MULTILINESTRING ((12.599689763145147 55.656898893099374, 12.599809934133676 55.656854917946795, 12.599977203621647 55.656792283400016))"
p_pladser.10859,3232,Hørhusvej,2,ja,Privat fællesvej,Lige husnr.,Amager Vest,3 timers restriktion,"Afmærket skråparkering, 90°",,2024-02-16T08:52:45.162,2003-12-02T00:00:00,,17145,1230,,,Tidsbegrænsning,8-22,,,,751cdd00-6954-4d52-8f0c-1a82a2c7ef24,10859,"MULTILINESTRING ((12.597729602580385 55.65781397704419, 12.597657246860264 55.65784212235767))"
p_pladser.10860,3236,Hørsholmsgade,36,nej,Offentlig vej,Ulige husnr.,Nørrebro,Gul betalingszone,"Afmærket skråparkering, 75°",,2021-10-20T12:13:08.908,2003-08-19T00:00:00,,49635,1199,,,,,,,,c2539918-ce8f-4629-832e-02ff036a928f,10860,"MULTILINESTRING ((12.54312590110002 55.69183926525153, 12.542976122659372 55.69208356257941, 12.542956618552614 55.69211426778322, 12.542908379055211 55.69219139976366, 12.542876461534208 55.69224220723537, 12.54285673135186 55.69227361438996, 12.542834216698994 55.692309453893216, 12.542820533381088 55.692331472031775, 12.542814569681372 55.6923410683489, 12.542611854863976 55.692659717904164))"
p_pladser.10861,3236,Hørsholmsgade,10,nej,Offentlig vej,Ulige husnr.,Nørrebro,Gul betalingszone,Uafmærket parkering,,2021-10-20T08:52:15.721,2003-08-19T00:00:00,,49633,1199,,,,,,,,d5e71fc7-bee6-40f1-964c-eb61134b4804,10861,"MULTILINESTRING ((12.54244629755293 55.692910381469666, 12.542390251568346 55.69299439675041, 12.542327070734768 55.69307713794579, 12.542287138040125 55.69312297076744, 12.542115530229626 55.69331087182883, 12.542051981844583 55.69336664701286, 12.54202742779696 55.69337982859274))"
p_pladser.10862,3236,Hørsholmsgade,9,nej,Offentlig vej,Ulige husnr.,Nørrebro,Gul betalingszone,"Afmærket skråparkering, 75°",,2021-10-20T08:59:36.456,2003-08-19T00:00:00,,19730,1199,,,,,,,,f4a851c1-74e8-4ee1-b4de-76ab3d7f81e1,10862,"MULTILINESTRING ((12.54258383858096 55.692704360414304, 12.54244832438556 55.69290755967901))"
p_pladser.10863,3236,Hørsholmsgade,30,nej,Offentlig vej,Ulige husnr.,Nørrebro,Gul betalingszone,"Afmærket skråparkering, 75°",,2024-10-02T15:20:59.345,2003-08-19T00:00:00,,52786,1199,,,,,,,,0fae2d40-e51d-467b-b0b7-e52d79b48c58,10863,"MULTILINESTRING ((12.543875089458588 55.690596001285485, 12.543485188986228 55.691243086926804))"
p_pladser.10864,3236,Hørsholmsgade,6,nej,Offentlig vej,Ulige husnr.,Nørrebro,Gul betalingszone,"Afmærket skråparkering, 75°",,2024-10-02T15:19:24.935,2003-08-19T00:00:00,,19729,1199,,,,,,,,455af2f2-b2cf-49a6-bc93-8310bbce89bb,10864,"MULTILINESTRING ((12.543999288660133 55.6903915657076, 12.543985122404948 55.69041469290032, 12.54393599207555 55.69049492426349, 12.5439153834134 55.6905291274872))"
p_pladser.10865,3236,Hørsholmsgade,1,nej,Offentlig vej,Ulige husnr.,Nørrebro,Motorcykel parkering,"Afmærket skråparkering, 75°",,2025-03-10T08:51:32.705,2003-08-19T00:00:00,,52784,,,,,,,,,d683136f-f953-48a3-a809-9a5df5f8d959,10865,"MULTILINESTRING ((12.5439153834134 55.6905291274872, 12.54390112627359 55.69055278935341))"
p_pladser.10866,3236,Hørsholmsgade,22,nej,Offentlig vej,Ulige husnr.,Nørrebro,Gul betalingszone,"Afmærket skråparkering, 75°",,2024-07-02T08:23:48.896,2003-08-19T00:00:00,,52439,1199,,,,,,,,2e0c9958-b1d2-4d76-b26c-edb4f576018e,10866,"MULTILINESTRING ((12.543443376270732 55.69131266711896, 12.543428156598587 55.69133813421704, 12.543402030073233 55.69138151521097, 12.543360585270658 55.691450330770614, 12.543332955323876 55.691496207803176, 12.543319140326984 55.6915191463173, 12.543304253290342 55.691543864822705, 12.543277961722017 55.69158751938803, 12.543139123408798 55.691817185122254))"
p_pladser.10867,3236,Hørsholmsgade,1,nej,Offentlig vej,Ulige husnr.,Nørrebro,Delebil parkering,"Afmærket skråparkering, 75°",,2024-07-02T08:24:30.09,2003-08-19T00:00:00,,51328,,,,,,,KINTO,,73737a3c-ccbc-49d6-b9be-b5a6e3fc87f4,10867,"MULTILINESTRING ((12.543457107272078 55.69128969098671, 12.543443376270732 55.69131266711896))"
p_pladser.10868,3236,Hørsholmsgade,2,nej,Offentlig vej,Ulige husnr.,Nørrebro,Delebil parkering,"Afmærket skråparkering, 75°",,2024-04-15T15:09:52.481,2003-08-19T00:00:00,,51327,,,,,,,HYRE,,f3c0beda-360d-4613-9906-1537fb4658ae,10868,"MULTILINESTRING ((12.543485188986228 55.691243086926804, 12.543457107272078 55.69128969098671))"
p_pladser.10869,3236,Hørsholmsgade,13,nej,Offentlig vej,Lige husnr.,Nørrebro,Gul betalingszone,Uafmærket parkering,,2022-04-07T08:22:26.422,2003-08-19T00:00:00,,50599,1199,,,,,,,,d4e3c2c2-1e53-4785-8426-f468a8c6657e,10869,"MULTILINESTRING ((12.542287355590863 55.693325102526195, 12.542201656458277 55.6933894191195, 12.542142758679313 55.693429503615164, 12.542078714394393 55.69345764529287, 12.542076653465372 55.69345833685062), (12.542821442889302 55.692932217888654, 12.542695843871817 55.69302309559966, 12.542288452472784 55.693324408986875))"
p_pladser.10870,3240,Hørtoftevej,3,nej,Privat fællesvej,Lige husnr.,Brønshøj-Husum,,Uafmærket parkering,,2012-02-14T12:05:21,2007-05-23T00:00:00,,34171,,,,,,,,,b04da3d7-0051-46d7-b7f2-df3e5aadc758,10870,"MULTILINESTRING ((12.472820533018307 55.71375878693953, 12.47290486760576 55.713901604234366))"
p_pladser.10871,3240,Hørtoftevej,1,nej,Privat fællesvej,Lige husnr.,Brønshøj-Husum,,Uafmærket parkering,,2012-02-14T12:05:21,2007-05-23T00:00:00,,34172,,,,,,,,,141e5fc7-3464-4217-b8f5-f631f0b8b569,10871,"MULTILINESTRING ((12.472768742103137 55.713667317230936, 12.472794402329958 55.71371263669303))"
p_pladser.10872,3240,Hørtoftevej,4,nej,Privat fællesvej,Lige husnr.,Brønshøj-Husum,,Uafmærket parkering,,2012-02-14T12:05:21,2007-05-23T00:00:00,,34167,,,,,,,,,f78729de-d5f3-4da4-bbc1-c1be67597431,10872,"MULTILINESTRING ((12.473182080663724 55.71437012610436, 12.473284761563498 55.71454366556472))"
p_pladser.10873,3240,Hørtoftevej,3,nej,Privat fællesvej,Lige husnr.,Brønshøj-Husum,,Uafmærket parkering,,2012-02-14T12:05:21,2007-05-23T00:00:00,,34168,,,,,,,,,7736dbe5-f8af-4100-8e8e-69ae6e737a4a,10873,"MULTILINESTRING ((12.47307913112139 55.714196130965426, 12.47315709824026 55.71432790343378))"
p_pladser.10874,3240,Hørtoftevej,1,nej,Privat fællesvej,Lige husnr.,Brønshøj-Husum,,Uafmærket parkering,,2012-02-14T12:05:21,2007-05-23T00:00:00,,34169,,,,,,,,,c956242d-d8c5-41b8-8a81-956d55d19ecf,10874,"MULTILINESTRING ((12.473011866341272 55.71408244579162, 12.473056468356981 55.71415782837966))"
p_pladser.10875,3240,Hørtoftevej,1,nej,Privat fællesvej,Lige husnr.,Brønshøj-Husum,,Uafmærket parkering,,2012-02-14T12:05:21,2007-05-23T00:00:00,,34170,,,,,,,,,063c4e18-c8fc-4172-abc1-98881b4ad52e,10875,"MULTILINESTRING ((12.472948079171816 55.71397463752627, 12.472989203709474 55.71404414319237))"
p_pladser.10876,3244,Høsterkøbgade,11,nej,Offentlig vej,Ulige husnr.,Nørrebro,Gul betalingszone,Afmærket parkering,,2021-01-18T09:53:36.453,2003-08-19T00:00:00,,19732,1173,,,,,,,,44fdcf8f-f58d-4818-978c-68a1614220a6,10876,"MULTILINESTRING ((12.538507271601366 55.694572346541364, 12.539478853768884 55.69457262325093))"
p_pladser.10877,3244,Høsterkøbgade,10,nej,Offentlig vej,Lige husnr.,Nørrebro,Gul betalingszone,"Afmærket skråparkering, 90°",,2022-10-18T10:41:45.699,2003-08-19T00:00:00,,19731,1173,,,,,,,,aa86b069-ba73-47ba-bd51-7d0f118c2c5b,10877,"MULTILINESTRING ((12.539413928781176 55.69468470724737, 12.539391156747257 55.69468554043017, 12.539295425152998 55.69468651305978, 12.539168211147013 55.69468780543393, 12.539150911306354 55.69468798117378, 12.539025967993755 55.69468688945217))"
p_pladser.10878,3244,Høsterkøbgade,8,ja,Offentlig vej,Lige husnr.,Nørrebro,Elbil-plads med ladestandere,"Afmærket skråparkering, 45°",,2022-10-18T10:41:45.699,2003-08-19T00:00:00,,51199,,,,Tidsbegrænsning,3 timer 8-19,,,,d16b8ded-dc16-4809-9de4-87e5d2f9fff0,10878,"MULTILINESTRING ((12.53897233949481 55.69468642082147, 12.53895739057419 55.69468629018668, 12.538749904756408 55.6946870822529, 12.53861463164981 55.69468760024232, 12.538577811919023 55.69468774120705, 12.53855306358605 55.69467313039058))"
p_pladser.10879,3248,Høyensgade,1,nej,Offentlig vej,Ulige husnr.,Indre By,Grøn betalingszone,Afmærket parkering,,2021-01-15T20:31:52.312,2003-04-15T00:00:00,,48245,244,,,,,,,,2c7e703a-4d1f-49f2-bdde-0a68b6aa1be1,10879,"MULTILINESTRING ((12.576614628397754 55.69229604623679, 12.576692995728878 55.692268254030665))"
p_pladser.10880,3248,Høyensgade,2,nej,Offentlig vej,Ulige husnr.,Indre By,Grøn betalingszone,Uafmærket parkering,,2022-04-28T14:27:17.815,2003-04-15T00:00:00,,14359,244,,,,,,,,59ab06d2-b473-4f46-9380-4c75ebb2a0da,10880,"MULTILINESTRING ((12.576220061550469 55.692447319303604, 12.576330606580468 55.6924042931575))"
p_pladser.10881,3248,Høyensgade,2,nej,Offentlig vej,Ulige husnr.,Indre By,Grøn betalingszone,Afmærket parkering,,2021-01-15T20:31:52.446,2003-04-15T00:00:00,,14361,244,,,,,,,,b0958e83-8789-411e-ae4f-7cdabf964cce,10881,"MULTILINESTRING ((12.57550143778826 55.69272017741647, 12.5756376295526 55.692671236229806))"
p_pladser.10882,3248,Høyensgade,1,nej,Offentlig vej,Ulige husnr.,Indre By,Grøn betalingszone,Afmærket parkering,,2021-01-15T20:31:52.513,2003-04-15T00:00:00,,48248,244,,,,,,,,eb20dfb2-c3ea-4ddb-a6fa-426c68b7b949,10882,"MULTILINESTRING ((12.575653816921607 55.692666219288306, 12.575721497775902 55.69264176655333))"
p_pladser.10883,3248,Høyensgade,7,nej,Offentlig vej,Ulige husnr.,Indre By,Grøn betalingszone,Uafmærket parkering,,2021-01-15T20:31:52.582,2003-04-15T00:00:00,,48246,244,,,,,,,,2b27a46f-fd98-48c4-b26f-26902267b764,10883,"MULTILINESTRING ((12.575225372831543 55.69290284289372, 12.575769706916773 55.69269261053792))"
p_pladser.10884,3248,Høyensgade,2,nej,Offentlig vej,Ulige husnr.,Indre By,Grøn betalingszone,Uafmærket parkering,,2021-01-15T20:31:38.49,2003-04-15T00:00:00,,14360,244,,,,,,,,cc8d7cf4-3150-4d00-a778-143f3c903f8c,10884,"MULTILINESTRING ((12.57514754583655 55.692855997988815, 12.575186087987218 55.69284183276145, 12.575300605069362 55.69279775858662))"
p_pladser.10885,3248,Høyensgade,7,nej,Offentlig vej,Ulige husnr.,Indre By,Grøn betalingszone,Uafmærket parkering,,2021-01-15T20:31:52.65,2003-04-15T00:00:00,,48249,244,,,,,,,,06fb1716-f4ec-4c69-9fee-56cc2c22348c,10885,"MULTILINESTRING ((12.575225372831543 55.69290284289372, 12.575769706916773 55.69269261053792))"
p_pladser.10886,3248,Høyensgade,5,nej,Offentlig vej,Ulige husnr.,Indre By,Grøn betalingszone,Uafmærket parkering,,2021-01-15T20:31:53.2,2003-04-15T00:00:00,,48250,244,,,,,,,,cbfdcfe3-f337-4dee-a996-2d835f00b6b8,10886,"MULTILINESTRING ((12.576277188211932 55.69249905113025, 12.57666576270468 55.69234961881187))"
p_pladser.10887,3248,Høyensgade,1,nej,Offentlig vej,Ulige husnr.,Indre By,Grøn betalingszone,Uafmærket parkering,,2022-04-28T14:26:17.849,2003-04-15T00:00:00,,50699,244,,,,,,,,9fd9d5a7-675b-49a5-8089-73e9fc05831a,10887,"MULTILINESTRING ((12.57649500277648 55.69234235363878, 12.57656550585961 55.69231545021072))"
p_pladser.10888,3248,Høyensgade,2,nej,Offentlig vej,Ulige husnr.,Indre By,Grøn betalingszone,Uafmærket parkering,,2022-04-28T14:26:17.849,2003-04-15T00:00:00,,50698,244,,,,,,,,ab22ff7c-ee5a-498a-814b-c1bc816970b8,10888,"MULTILINESTRING ((12.57634654412467 55.6923990040547, 12.576478223294176 55.69234875654739))"
p_pladser.10889,3248,Høyensgade,2,nej,Offentlig vej,Ulige husnr.,Indre By,Grøn betalingszone,Uafmærket parkering,,2021-01-15T20:31:52.38,2003-04-15T00:00:00,,48247,244,,,,,,,,4b25f048-8277-4cb6-90c9-65c3d0236c57,10889,"MULTILINESTRING ((12.575339584672687 55.692782756465114, 12.575464551125336 55.69273466033397))"
p_pladser.10890,3252,Håbets Allé,6,nej,Privat fællesvej,Ulige husnr.,Brønshøj-Husum,,Uafmærket parkering,,2012-02-14T12:06:20,2007-07-10T00:00:00,,37892,,,,,,,,,b2133870-b152-4e73-a023-8c3f1b7d05fa,10890,"MULTILINESTRING ((12.50379588794127 55.70464707558667, 12.50380354598898 55.70443008567828, 12.50380579836798 55.70432513059734))"
p_pladser.10891,3252,Håbets Allé,7,nej,Privat fællesvej,Lige husnr.,Brønshøj-Husum,,Uafmærket parkering,,2012-02-14T12:06:18,2007-07-10T00:00:00,,37778,,,,,,,,,930f4d4e-80e9-42aa-82f7-a52e311037c0,10891,"MULTILINESTRING ((12.503700482147957 55.703867567244785, 12.503702421474499 55.703805851532955, 12.503710519137432 55.703548155644135, 12.503711503760963 55.703516821292574))"
p_pladser.10892,3252,Håbets Allé,4,nej,Privat fællesvej,Lige husnr.,Brønshøj-Husum,,Uafmærket parkering,,2012-02-14T12:06:18,2007-07-10T00:00:00,,37783,,,,,,,,,26d23278-9ff6-4d01-8ad5-64b470d9c7ea,10892,"MULTILINESTRING ((12.50367885599983 55.70264775864487, 12.503662156554041 55.70259146038886, 12.503628158157857 55.702466836550386))"
p_pladser.10893,3252,Håbets Allé,2,nej,Privat fællesvej,Lige husnr.,Brønshøj-Husum,,Uafmærket parkering,,2012-02-14T12:06:18,2007-07-10T00:00:00,,37780,,,,,,,,,44a111ff-6b1e-4ff8-876f-4e3358f53ada,10893,"MULTILINESTRING ((12.503682879888505 55.7044277211873, 12.503686543006657 55.70431115146767))"
p_pladser.10894,3252,Håbets Allé,1,nej,Privat fællesvej,Lige husnr.,Brønshøj-Husum,,Uafmærket parkering,,2012-02-14T12:06:18,2007-07-10T00:00:00,,37781,,,,,,,,,e6a5f6c9-7114-4a97-9c65-22ad73bdec2d,10894,"MULTILINESTRING ((12.503679756412147 55.70452711767028, 12.503681222221234 55.70448047217498))"
