FID,vejkode,vejnavn,antal_pladser,restriktion,vejstatus,vejside,bydel,p_ordning,p_type,p_status,rettelsedato,oprettelsesdato,x,id,taelle_id,startdato_midlertidigt_nedlagt,slutdato_midlertidigt_nedlagt,restriktionstype,restriktionstekst,taelle_note,delebilsklub,aendring_p_ordning,uuid,ogc_fid,wkb_geometry
p_pladser.1,0004,Abel Cathrines Gade,10,nej,Offentlig vej,Lige husnr.,Vesterbro-Kongens Enghave,Grøn betalingszone,Uafmærket parkering,,2021-01-15T20:16:10.536,2003-05-28T00:00:00,,15287,128,,,,,,,,f091dc0c-e4c1-49d1-8c0e-f2abe9cf3274,1,"MULTILINESTRING ((12.558951218164538 55.67151987967718, 12.559712354787063 55.67130454392531))"
p_pladser.2,0004,Abel Cathrines Gade,4,nej,Offentlig vej,Ulige husnr.,Vesterbro-Kongens Enghave,Grøn betalingszone,Uafmærket parkering,,2021-01-15T20:16:13.164,2003-05-28T00:00:00,,15282,128,,,,,,,,f78e2d50-6d05-4efe-82da-ac3306e91544,2,"MULTILINESTRING ((12.559540823191533 55.671430595065814, 12.559837257903178 55.67134719577676))"
p_pladser.3,0004,Abel Cathrines Gade,4,nej,Offentlig vej,Ulige husnr.,Vesterbro-Kongens Enghave,Grøn betalingszone,Uafmærket parkering,,2025-01-30T09:03:14.719,2003-05-28T00:00:00,,15284,128,,,,,,,,6f1dcd37-a01d-4c43-af33-1ca17476e116,3,"MULTILINESTRING ((12.558251725661727 55.6717938811232, 12.55855041814385 55.671709896567116))"
p_pladser.4,0004,Abel Cathrines Gade,1,nej,Offentlig vej,Ulige husnr.,Vesterbro-Kongens Enghave,Grøn betalingszone,Uafmærket parkering,,2021-01-15T20:16:10.193,2003-05-28T00:00:00,,15285,128,,,,,,,,9a26e4f5-758f-48ab-ad0d-e0549ecad115,4,"MULTILINESTRING ((12.55787572262436 55.67189963770022, 12.557997967050476 55.67186525478351))"
p_pladser.5,0004,Abel Cathrines Gade,2,nej,Offentlig vej,Ulige husnr.,Vesterbro-Kongens Enghave,Grøn betalingszone,Uafmærket parkering,oprettet,2021-01-15T20:16:17.972,2003-05-28T00:00:00,,44281,128,,,,,,,,aa712abe-4293-4c75-b991-af4f3f5c74c6,5,"MULTILINESTRING ((12.55863434613667 55.671685523568456, 12.558780742845714 55.67164406376279))"
p_pladser.6,0004,Abel Cathrines Gade,4,nej,Offentlig vej,Ulige husnr.,Vesterbro-Kongens Enghave,Grøn betalingszone,Uafmærket parkering,,2021-01-15T20:16:17.214,2003-05-28T00:00:00,,44279,128,,,,,,,,4ef7ed30-b992-4de4-853a-4a1786db2366,6,"MULTILINESTRING ((12.559130041509443 55.6715479489855, 12.559142958299363 55.671544394943155, 12.559462139997622 55.671452884857956))"
p_pladser.7,0004,Abel Cathrines Gade,3,nej,Offentlig vej,Lige husnr.,Vesterbro-Kongens Enghave,Grøn betalingszone,Uafmærket parkering,,2024-10-07T14:51:36.97,2003-05-28T00:00:00,,15286,128,,,,,,,,e906ea2b-991e-4418-a242-d11dfad2a6a2,7,"MULTILINESTRING ((12.558189517793323 55.67173419336891, 12.558425809843941 55.671668278332135))"
p_pladser.8,0004,Abel Cathrines Gade,1,nej,Offentlig vej,Ulige husnr.,Vesterbro-Kongens Enghave,Delebil parkering,Uafmærket parkering,,2024-04-15T13:32:43.143,2019-06-13T11:05:27.844,,47200,,,,,,,HYRE,,3540cea3-f44c-4208-9663-7a71dc37bd65,8,"MULTILINESTRING ((12.559059718299144 55.67156744868647, 12.558972594675058 55.67159144184657))"
p_pladser.9,0004,Abel Cathrines Gade,2,nej,Offentlig vej,Lige husnr.,Vesterbro-Kongens Enghave,Grøn betalingszone,Uafmærket parkering,,2024-10-07T14:51:28.668,2003-05-28T00:00:00,,52866,128,,,,,,,,227351c7-b02c-465c-a8e4-4f10403ca439,9,"MULTILINESTRING ((12.5585867912904 55.67162261988697, 12.558726605774742 55.67158291012052))"
p_pladser.10,0004,Abel Cathrines Gade,1,nej,Offentlig vej,Ulige husnr.,Vesterbro-Kongens Enghave,Grøn betalingszone,Uafmærket parkering,,2022-05-06T08:39:47.412,2003-05-28T00:00:00,,49037,128,,,,,,,,21a79d24-eb19-4728-889e-4557f8aa4b2e,10,"MULTILINESTRING ((12.558089082272557 55.6718396062652, 12.558166207400115 55.67181792185901))"
p_pladser.11,0004,Abel Cathrines Gade,11,nej,Offentlig vej,Lige husnr.,Vesterbro-Kongens Enghave,Grøn betalingszone,Uafmærket parkering,oprettet,2021-01-15T20:16:18.531,2014-07-16T09:58:57.999,,45132,128,,,,,,,,5b9b60ee-f6fd-436b-8d1d-e7bec982a6e1,11,"MULTILINESTRING ((12.56030320435199 55.671134393054544, 12.561169450126298 55.67089038698143))"
p_pladser.12,0008,Abildgaardsgade,1,nej,Offentlig vej,Ulige husnr.,Indre By,Grøn betalingszone,Afmærket parkering,,2021-01-15T20:29:25.442,2003-04-15T00:00:00,,14342,129,,,,,,,,520beed1-ce41-4952-aeec-94f74c9c0675,12,"MULTILINESTRING ((12.574886946868077 55.691178700779034, 12.574824049272 55.691205896301945))"
p_pladser.13,0008,Abildgaardsgade,1,nej,Offentlig vej,Ulige husnr.,Indre By,Grøn betalingszone,Afmærket parkering,,2021-01-15T20:29:25.037,2003-04-15T00:00:00,,14336,129,,,,,,,,9c0aa601-fa27-433b-adb6-28fd0dc558f6,13,"MULTILINESTRING ((12.575376158658335 55.6909729638727, 12.575375531962788 55.69097322854373, 12.575296589746035 55.69100654296506))"
p_pladser.14,0008,Abildgaardsgade,1,nej,Offentlig vej,Ulige husnr.,Indre By,Grøn betalingszone,Afmærket parkering,,2021-01-15T20:29:25.507,2003-04-15T00:00:00,,14343,129,,,,,,,,ca479830-b5af-4836-ba9f-cb47bec1a1b9,14,"MULTILINESTRING ((12.574810844294884 55.69121105155882, 12.574747062977968 55.6912380170169))"
p_pladser.15,0008,Abildgaardsgade,1,nej,Offentlig vej,Ulige husnr.,Indre By,Grøn betalingszone,Afmærket parkering,,2021-01-15T20:29:25.239,2003-04-15T00:00:00,,14339,129,,,,,,,,fb6df5dd-2334-40b0-8e1c-436e75ed68ab,15,"MULTILINESTRING ((12.575130706513086 55.691076558832464, 12.575130399574324 55.69107668839062, 12.575053226331901 55.691108828169185))"
p_pladser.16,0008,Abildgaardsgade,1,nej,Offentlig vej,Ulige husnr.,Indre By,Grøn betalingszone,Afmærket parkering,,2021-01-15T20:29:25.173,2003-04-15T00:00:00,,14338,129,,,,,,,,4568256d-468d-4bf8-b6f3-6be72716dc00,16,"MULTILINESTRING ((12.575207113287945 55.69104430930736, 12.575206806356285 55.69104443886398, 12.575143763376381 55.69107104755821, 12.575143456457273 55.6910711771082))"
p_pladser.17,0008,Abildgaardsgade,1,nej,Offentlig vej,Ulige husnr.,Indre By,Grøn betalingszone,Afmærket parkering,,2021-01-15T20:29:25.971,2003-04-15T00:00:00,,14350,129,,,,,,,,ab99d4c4-943a-47d7-a178-73b93b76845a,17,"MULTILINESTRING ((12.573675648147223 55.691693242650516, 12.573738547324234 55.691666047713376))"
p_pladser.18,0008,Abildgaardsgade,1,nej,Offentlig vej,Ulige husnr.,Indre By,Grøn betalingszone,Afmærket parkering,,2021-01-15T20:29:26.041,2003-04-15T00:00:00,,14351,129,,,,,,,,0cd6fac9-05ee-4337-8c8b-579830778103,18,"MULTILINESTRING ((12.573577510710933 55.69173412531475, 12.573659453877665 55.69169943505832))"
p_pladser.19,0008,Abildgaardsgade,1,nej,Offentlig vej,Ulige husnr.,Indre By,Grøn betalingszone,Afmærket parkering,,2021-01-15T20:29:24.968,2003-04-15T00:00:00,,14335,129,,,,,,,,fe11f263-37f8-4aa0-9715-22aaf7659a78,19,"MULTILINESTRING ((12.575456879465326 55.69093945229682, 12.575389532603866 55.69096731568142, 12.57538890594478 55.69096758033716))"
p_pladser.20,0008,Abildgaardsgade,1,nej,Offentlig vej,Ulige husnr.,Indre By,Grøn betalingszone,Afmærket parkering,,2021-01-15T20:29:25.906,2003-04-15T00:00:00,,14349,129,,,,,,,,8d548db8-4870-4e41-a55c-fa600df4d45e,20,"MULTILINESTRING ((12.573751345352148 55.69166139168564, 12.573815086564668 55.69163368978576))"
p_pladser.21,0008,Abildgaardsgade,1,nej,Offentlig vej,Ulige husnr.,Indre By,Grøn betalingszone,Afmærket parkering,,2021-01-15T20:29:25.571,2003-04-15T00:00:00,,14344,129,,,,,,,,c0130ca5-f5cf-41cd-aefc-fffaf5ac3a9f,21,"MULTILINESTRING ((12.574735148822999 55.691242903174086, 12.574670076557622 55.69127013768371))"
p_pladser.22,0008,Abildgaardsgade,1,nej,Offentlig vej,Ulige husnr.,Indre By,Grøn betalingszone,Afmærket parkering,,2021-01-15T20:29:25.837,2003-04-15T00:00:00,,14348,129,,,,,,,,cc52e44a-4d10-4435-acdb-7b3073abacb2,22,"MULTILINESTRING ((12.57382782926561 55.69162805114095, 12.57389165333295 55.69160182311509))"
p_pladser.23,0008,Abildgaardsgade,1,nej,Offentlig vej,Ulige husnr.,Indre By,Grøn betalingszone,Afmærket parkering,,2021-01-15T20:29:25.771,2003-04-15T00:00:00,,14347,129,,,,,,,,aa919cde-5f8e-40bc-9a92-427a7ae71a05,23,"MULTILINESTRING ((12.57390445132166 55.69159716707141, 12.573969089767836 55.69156994077617))"
p_pladser.24,0008,Abildgaardsgade,1,nej,Offentlig vej,Ulige husnr.,Indre By,Grøn betalingszone,Afmærket parkering,,2021-01-15T20:29:25.703,2003-04-15T00:00:00,,14346,129,,,,,,,,e7d7c7b3-1f19-4286-bff9-55c1ee444a0c,24,"MULTILINESTRING ((12.573981832425833 55.69156430211543, 12.574044758839234 55.691537598326676))"
p_pladser.25,0008,Abildgaardsgade,1,nej,Offentlig vej,Ulige husnr.,Indre By,Grøn betalingszone,Afmærket parkering,,2021-01-15T20:29:25.637,2003-04-15T00:00:00,,14345,129,,,,,,,,cfe018cd-41ad-47e9-9f53-6b03301d0924,25,"MULTILINESTRING ((12.573483498557113 55.69177538104308, 12.573560321999084 55.69174175249601))"
p_pladser.26,0008,Abildgaardsgade,1,nej,Offentlig vej,Ulige husnr.,Indre By,Grøn betalingszone,Afmærket parkering,,2021-01-15T20:29:31.278,2003-04-15T00:00:00,,47472,129,,,,,,,,0511b1f7-6fbc-42ab-8252-0589ab758996,26,"MULTILINESTRING ((12.574064785678676 55.691529299504616, 12.57412771197839 55.69150259567471))"
p_pladser.27,0008,Abildgaardsgade,1,nej,Offentlig vej,Ulige husnr.,Indre By,Grøn betalingszone,Afmærket parkering,,2021-01-15T20:29:25.375,2003-04-15T00:00:00,,14341,129,,,,,,,,0e1da5de-3787-4d47-9277-980fa18b1aa8,27,"MULTILINESTRING ((12.574963932930638 55.69114657997688, 12.574900600548613 55.69117378335261))"
p_pladser.198,0072,Ahrenkildes Allé,2,nej,Privat fællesvej,Ulige husnr.,Amager Øst,,Uafmærket parkering,,2021-03-03T14:46:26.814,2004-12-22T00:00:00,,26031,6292,,,,,,,,c418ea66-4e8e-47fd-9ed0-847e61aaade8,198,"MULTILINESTRING ((12.619055570330826 55.649546672602916, 12.618876160768815 55.64952352848081))"
p_pladser.28,0008,Abildgaardsgade,1,nej,Offentlig vej,Ulige husnr.,Indre By,Grøn betalingszone,Afmærket parkering,,2021-01-15T20:29:25.105,2003-04-15T00:00:00,,14337,129,,,,,,,,adf83895-54b8-4b02-8026-3912c32c577b,28,"MULTILINESTRING ((12.575283836951185 55.69101192271078, 12.575220170089656 55.69103879799853, 12.575219863173018 55.69103892754892))"
p_pladser.29,0008,Abildgaardsgade,2,nej,Offentlig vej,Ulige husnr.,Indre By,Grøn betalingszone,Afmærket parkering,,2021-03-26T13:01:24.971,2003-04-15T00:00:00,,14340,129,,,,,,,,4ac5d792-3dd5-4f54-b6c3-5c95fb88e59c,29,"MULTILINESTRING ((12.57504047014227 55.69111422128852, 12.57497670297516 55.69114143251756))"
p_pladser.30,0008,Abildgaardsgade,11,nej,Offentlig vej,Lige husnr.,Indre By,Grøn betalingszone,Uafmærket parkering,,2024-11-08T08:51:14.639,2003-04-15T00:00:00,,53051,129,,,,,,,,bfeb813d-b252-4309-bd04-848a27fd5b7d,30,"MULTILINESTRING ((12.575447093106414 55.691019891683105, 12.57467328658523 55.691346463929925))"
p_pladser.31,0008,Abildgaardsgade,13,nej,Offentlig vej,Lige husnr.,Indre By,Grøn betalingszone,Uafmærket parkering,,2024-11-08T08:52:15.559,2003-04-15T00:00:00,,53052,129,,,,,,,,d944d80f-f297-44a8-bb6c-8c8683448965,31,"MULTILINESTRING ((12.57448646201983 55.69142518650944, 12.57355536196222 55.69181980124993))"
p_pladser.32,0012,Abildhøj,2,nej,Privat fællesvej,Lige husnr.,Brønshøj-Husum,,Uafmærket parkering,,2012-02-14T12:06:21,2007-07-16T00:00:00,,37966,,,,,,,,,6b242cc1-3f44-4148-a20f-20e699252af2,32,"MULTILINESTRING ((12.463441541980677 55.71559241053945, 12.463594832659735 55.715536555982446))"
p_pladser.33,0012,Abildhøj,8,nej,Privat fællesvej,Lige husnr.,Brønshøj-Husum,,Uafmærket parkering,,2012-02-14T12:06:21,2007-07-16T00:00:00,,37965,,,,,,,,,154107bd-46f3-47cf-9b66-5784e392c5e8,33,"MULTILINESTRING ((12.4624977923506 55.71593768217701, 12.46311036780302 55.715713079348326))"
p_pladser.34,0016,Abrikosvej,5,nej,Privat fællesvej,Ulige husnr.,Vanløse,,Uafmærket parkering,,2021-01-18T11:19:18.822,2007-07-02T00:00:00,,33110,5404,,,,,,,,18a75e8f-5ddd-42fd-970f-b50958a00d43,34,"MULTILINESTRING ((12.519468599624206 55.69596679364514, 12.519462465577353 55.69597319934763, 12.519445767695693 55.69599964383143, 12.519428645464298 55.69604006457666, 12.519398367988158 55.69620201473639))"
p_pladser.35,0016,Abrikosvej,2,nej,Privat fællesvej,Lige husnr.,Vanløse,,Uafmærket parkering,,2021-01-18T11:19:24.304,2007-07-02T00:00:00,,47518,5404,,,,,,,,b412bec2-0c2f-4bed-a47d-9731b49fc947,35,"MULTILINESTRING ((12.519743924616574 55.69581102993601, 12.519647787454279 55.69584653088443, 12.51960662304835 55.6958664209422, 12.519572666134748 55.69588665972402))"
p_pladser.36,0016,Abrikosvej,5,nej,Privat fællesvej,Lige husnr.,Vanløse,,Uafmærket parkering,,2021-01-18T11:19:18.908,2007-07-02T00:00:00,,33108,5404,,,,,,,,3038d5ba-fada-44ba-97ba-b845cad21e22,36,"MULTILINESTRING ((12.520443550035765 55.69554798015487, 12.520068452164358 55.69569050504611))"
p_pladser.37,0020,Absalonsgade,7,nej,Offentlig vej,Lige husnr.,Vesterbro-Kongens Enghave,Blå betalingszone,Afmærket parkering,,2021-01-18T09:05:55.795,2003-01-07T00:00:00,,47871,446,,,,,,,,73ba78a2-85a8-4994-820d-f1b093126877,37,"MULTILINESTRING ((12.554187957278371 55.67135348883892, 12.554396484474527 55.6710166089368))"
p_pladser.38,0020,Absalonsgade,1,nej,Offentlig vej,Lige husnr.,Vesterbro-Kongens Enghave,Handicap parkering,Afmærket parkering,,2022-02-03T15:43:38.75,2020-04-23T09:34:31.777,"ved husnr. 14 ""GW 58 087""",40372,,,,,,,,,68aca9b9-0b9e-4206-bd80-f6a3b6c7323c,38,"MULTILINESTRING ((12.554158597365959 55.67140084382869, 12.554187957278371 55.67135348883892))"
p_pladser.39,0020,Absalonsgade,2,nej,Offentlig vej,Ulige husnr.,Vesterbro-Kongens Enghave,Blå betalingszone,Afmærket parkering,,2021-01-18T09:13:57.317,2003-07-01T00:00:00,,15810,447,,,,,,,,503d4414-e174-401d-8b6f-d295a86ff9c7,39,"MULTILINESTRING ((12.555362015152168 55.66964208044844, 12.555425413444858 55.6695390289789))"
p_pladser.40,0020,Absalonsgade,10,nej,Offentlig vej,Lige husnr.,Vesterbro-Kongens Enghave,Blå betalingszone,Afmærket parkering,,2021-01-18T09:05:54.459,2003-01-07T00:00:00,,40369,446,,,,,,,,281b6f4d-886e-4062-88ee-1213bd16d3d9,40,"MULTILINESTRING ((12.55440519367382 55.67100036797215, 12.554414300234852 55.67098492350165, 12.554709150181735 55.67050772016664))"
p_pladser.41,0020,Absalonsgade,1,nej,Offentlig vej,Ulige husnr.,Vesterbro-Kongens Enghave,Besøgsplads,Uafmærket parkering,,2021-01-18T09:13:57.102,2003-07-01T00:00:00,,15806,,,,,,,,,a31e100c-4c30-416f-b049-66516eb7cc2e,41,"MULTILINESTRING ((12.55565856632464 55.66915873695326, 12.555689654630106 55.66910779760588))"
p_pladser.42,0020,Absalonsgade,6,nej,Offentlig vej,Ulige husnr.,Vesterbro-Kongens Enghave,Blå betalingszone,Afmærket parkering,,2021-01-18T09:13:39.613,2003-07-01T00:00:00,,15804,447,,,,,,,,b098cf6f-646a-43e7-a408-a1503864ab08,42,"MULTILINESTRING ((12.55591104526103 55.668744320342334, 12.556082747469905 55.668463730811325))"
p_pladser.43,0020,Absalonsgade,1,ja,Offentlig vej,Lige husnr.,Vesterbro-Kongens Enghave,Blå betalingszone,Uafmærket parkering,,2021-12-02T13:19:12.323,2016-03-29T12:20:05.262,,44771,446,,,Forbeholdt busser,8-9 15-17,,,,cfd1aafc-e1d1-4698-8b5f-dcac4a494c45,43,"MULTILINESTRING ((12.554090668935777 55.671512801091524, 12.55410427702095 55.67148988511522, 12.554130382290642 55.67144501308838))"
p_pladser.44,0020,Absalonsgade,6,nej,Offentlig vej,Ulige husnr.,Vesterbro-Kongens Enghave,Blå betalingszone,Afmærket parkering,,2021-01-18T09:05:49.171,2003-07-01T00:00:00,,15849,446,,,,,,,,93a3ca64-05d0-4541-8983-87dd0d28f12b,44,"MULTILINESTRING ((12.555055227302825 55.67014551957429, 12.555138662690513 55.670006504766064, 12.555222738164776 55.66987271071103))"
p_pladser.45,0020,Absalonsgade,3,nej,Offentlig vej,Lige husnr.,Vesterbro-Kongens Enghave,Blå betalingszone,Afmærket parkering,,2021-01-18T09:13:41.162,2003-07-01T00:00:00,,15811,447,,,,,,,,b04304b8-e55c-45fd-beb4-b71c945879c9,45,"MULTILINESTRING ((12.555904807921113 55.66854420672249, 12.555933936669101 55.668500158861114, 12.555982852621755 55.66841230088276))"
p_pladser.46,0020,Absalonsgade,11,nej,Offentlig vej,Ulige husnr.,Vesterbro-Kongens Enghave,Blå betalingszone,Afmærket parkering,,2021-01-18T09:13:39.721,2003-07-01T00:00:00,,15807,447,,,,,,,,c45fec03-d9c0-4188-a8ba-0b46c0ff6194,46,"MULTILINESTRING ((12.555550202996193 55.669335826019456, 12.55565856632464 55.66915873695326, 12.555458941625794 55.669484529994634))"
p_pladser.47,0020,Absalonsgade,29,nej,Offentlig vej,Ulige husnr.,Vesterbro-Kongens Enghave,Blå betalingszone,Afmærket parkering,,2021-01-18T09:05:42.916,2003-07-01T00:00:00,,15760,446,,,,,,,,91f0a99a-a65e-4738-999b-06596a98497d,47,"MULTILINESTRING ((12.554187278795547 55.67155541324636, 12.554334456777786 55.67132505838393, 12.5550247963778 55.6701956835645))"
p_pladser.48,0020,Absalonsgade,10,nej,Offentlig vej,Lige husnr.,Vesterbro-Kongens Enghave,Blå betalingszone,Afmærket parkering,,2021-01-18T09:05:51.811,2003-01-07T00:00:00,,33388,446,,,,,,,,6c18ce98-de5c-487f-a0e6-c1656b9e2e28,48,"MULTILINESTRING ((12.55471917809181 55.67049143412948, 12.555015161527272 55.67000443438076))"
p_pladser.49,0020,Absalonsgade,20,nej,Offentlig vej,Lige husnr.,Vesterbro-Kongens Enghave,Blå betalingszone,Afmærket parkering,,2021-01-18T09:13:40.942,2003-07-01T00:00:00,,15812,447,,,,,,,,8d79a8de-dfc2-41ee-9069-1cf7c19cb592,49,"MULTILINESTRING ((12.555286236985868 55.669559588360634, 12.555873676639207 55.66859537213108))"
p_pladser.50,0020,Absalonsgade,2,nej,Offentlig vej,Ulige husnr.,Vesterbro-Kongens Enghave,Blå betalingszone,Afmærket parkering,,2021-01-18T09:13:39.484,2003-07-01T00:00:00,,15805,447,,,,,,,,4350ebfb-09ed-4bfe-82ca-d457580b6ba1,50,"MULTILINESTRING ((12.555816403614452 55.66889725326762, 12.555879917148017 55.66879534763268))"
p_pladser.51,0024,Adelgade,3,nej,Offentlig vej,Ulige husnr.,Indre By,Grøn betalingszone,Uafmærket parkering,,2021-08-09T12:16:15.212,2003-03-27T00:00:00,,13640,131,,,,,,,,29a09f38-3497-4dfe-91f7-018d7c33b7da,51,"MULTILINESTRING ((12.584231357204448 55.68473974511563, 12.58411356056862 55.68460126323039))"
p_pladser.52,0024,Adelgade,1,nej,Offentlig vej,Ulige husnr.,Indre By,Besøgsplads,Afmærket parkering,,2021-08-09T12:16:15.212,2016-04-21T16:25:58.808,Ved husnr. 13,12674,,,,,,,,,5c68a3ae-b5a1-4798-b832-8006acb9c9c3,52,"MULTILINESTRING ((12.583148058964628 55.68347004046659, 12.583106806520629 55.6834214370982))"
p_pladser.53,0024,Adelgade,1,nej,Offentlig vej,Lige husnr.,Indre By,Grøn betalingszone,Afmærket parkering,,2021-08-09T12:16:15.212,2003-03-27T00:00:00,,13647,131,,,,,,,,a4bdd182-6a16-488a-b9f9-d0a763186e66,53,"MULTILINESTRING ((12.584378981074817 55.68466758400081, 12.58434798229293 55.68463125814829))"
p_pladser.54,0024,Adelgade,1,nej,Offentlig vej,Lige husnr.,Indre By,Grøn betalingszone,Afmærket parkering,,2021-08-09T12:16:15.212,2003-03-27T00:00:00,,13648,131,,,,,,,,f52eb6c3-08e6-4360-b89e-0314592fc570,54,"MULTILINESTRING ((12.584449354200407 55.68474979765116, 12.58441836223271 55.684713594642915))"
p_pladser.55,0024,Adelgade,5,nej,Offentlig vej,Ulige husnr.,Indre By,Grøn betalingszone,Uafmærket parkering,,2021-08-09T12:16:15.212,2003-03-27T00:00:00,,13637,131,,,,,,,,23bdb041-e6d6-4730-855c-babe82012247,55,"MULTILINESTRING ((12.584868880892994 55.68548820242962, 12.584703747108874 55.68529488799996, 12.584658719156272 55.68524216058653))"
p_pladser.56,0024,Adelgade,1,nej,Offentlig vej,Lige husnr.,Indre By,Grøn betalingszone,Afmærket parkering,,2021-08-09T12:16:15.212,2003-03-27T00:00:00,,13642,131,,,,,,,,749c0673-f12e-4e58-beb2-9e980782bdf7,56,"MULTILINESTRING ((12.584054274211061 55.684294139920546, 12.584022105672725 55.68425635968906))"
p_pladser.57,0024,Adelgade,1,nej,Offentlig vej,Lige husnr.,Indre By,Grøn betalingszone,Afmærket parkering,,2021-08-09T12:16:15.212,2003-03-27T00:00:00,,13645,131,,,,,,,,1f8ac050-892e-4498-8269-f1500ea50f64,57,"MULTILINESTRING ((12.58400438848509 55.68423553182001, 12.583974070387862 55.684199685402454))"
p_pladser.58,0024,Adelgade,1,nej,Offentlig vej,Lige husnr.,Indre By,Grøn betalingszone,Afmærket parkering,,2021-08-09T12:16:15.212,2003-03-27T00:00:00,,13649,131,,,,,,,,4a3c790a-3a01-439b-a8bb-4d0db9080b7a,58,"MULTILINESTRING ((12.584498778653924 55.684807922107105, 12.584468004002971 55.68477171518838))"
p_pladser.59,0024,Adelgade,4,nej,Offentlig vej,Ulige husnr.,Indre By,Grøn betalingszone,Uafmærket parkering,oprettet,2021-08-09T12:16:15.212,2003-03-27T00:00:00,,13567,130,,,,,,,,8b64f45a-4d58-4eb3-8f4b-81b9af9d941a,59,"MULTILINESTRING ((12.585492704927782 55.68621799906492, 12.58546966523113 55.68619115003048, 12.585384296669202 55.68609163099885, 12.585324119581616 55.68602116839454))"
p_pladser.60,0024,Adelgade,8,nej,Offentlig vej,Ulige husnr.,Indre By,Grøn betalingszone,Uafmærket parkering,,2021-08-09T12:16:15.212,2003-03-27T00:00:00,,36314,131,,,,,,,,20b6188d-5ab3-4ee7-bd4e-7c1d25f41585,60,"MULTILINESTRING ((12.583904311230151 55.68435619082782, 12.583592799260078 55.683989819879734))"
p_pladser.61,0024,Adelgade,1,nej,Offentlig vej,Lige husnr.,Indre By,Grøn betalingszone,Afmærket parkering,,2021-08-09T12:16:15.212,2003-03-27T00:00:00,,13643,131,,,,,,,,edc50831-d3bd-43e8-aa7d-b2425a36d5b0,61,"MULTILINESTRING ((12.58387668191977 55.684086114654576, 12.583845975166051 55.684048817150895))"
p_pladser.62,0024,Adelgade,3,nej,Offentlig vej,Lige husnr.,Indre By,Grøn betalingszone,Uafmærket parkering,,2021-08-09T12:16:15.212,2003-03-27T00:00:00,,13568,130,,,,,,,,b88e8a92-4fd5-4799-8d38-2f097f9388c1,62,"MULTILINESTRING ((12.585640997811868 55.68618580707516, 12.585524757836636 55.686050249641134))"
p_pladser.63,0024,Adelgade,16,nej,Offentlig vej,Lige husnr.,Indre By,Grøn betalingszone,Uafmærket parkering,,2021-08-09T12:16:15.212,2003-03-27T00:00:00,,13389,131,,,,,,,,7b4144f4-3b1a-4f14-9c52-fd6b2f047e6e,63,"MULTILINESTRING ((12.583478859174653 55.68365402339536, 12.583378353553321 55.68353840552212, 12.583075825434102 55.6831868301027, 12.583069282005363 55.683179220120515, 12.582961516177836 55.683054291516214, 12.582849760198046 55.68292314101123))"
p_pladser.64,0024,Adelgade,1,nej,Offentlig vej,Lige husnr.,Indre By,Grøn betalingszone,Afmærket parkering,oprettet,2021-08-09T12:16:15.212,2011-07-20T12:38:08,,13404,130,,,,,,,,dfa53619-757a-4b8c-b9ec-54f618069ecc,64,"MULTILINESTRING ((12.585313487213337 55.68580381443228, 12.58527883522859 55.68576339752876))"
p_pladser.65,0024,Adelgade,1,nej,Offentlig vej,Lige husnr.,Indre By,Grøn betalingszone,Afmærket parkering,,2021-08-09T12:16:15.212,2003-03-27T00:00:00,,13646,131,,,,,,,,c90e98df-8f20-48dc-abc8-f5bbd0cf39a8,65,"MULTILINESTRING ((12.58433025781591 55.68461030750308, 12.584298109583306 55.684572895824196))"
p_pladser.66,0024,Adelgade,1,nej,Offentlig vej,Ulige husnr.,Indre By,Grøn betalingszone,Uafmærket parkering,,2021-08-09T12:16:15.212,2003-03-27T00:00:00,,13638,131,,,,,,,,28cdd922-fcc5-47ae-be5e-742d3ed1db9a,66,"MULTILINESTRING ((12.584589797449473 55.685161194686714, 12.58454959538002 55.68511304614288, 12.584549632644011 55.68511349728423))"
p_pladser.67,0024,Adelgade,2,nej,Offentlig vej,Lige husnr.,Indre By,Grøn betalingszone,Uafmærket parkering,,2021-08-09T12:16:15.212,2003-03-27T00:00:00,,13573,130,,,,,,,,f37b7b5a-4322-425f-861f-24219522959e,67,"MULTILINESTRING ((12.586448886315054 55.687139790764675, 12.586368981674491 55.68704304797505))"
p_pladser.68,0024,Adelgade,1,nej,Offentlig vej,Lige husnr.,Indre By,Grøn betalingszone,Afmærket parkering,,2021-08-09T12:16:15.212,2003-03-27T00:00:00,,13644,131,,,,,,,,d8761812-028b-4420-8acc-7ffaa0df648b,68,"MULTILINESTRING ((12.583928866300024 55.68414689444372, 12.583898113530651 55.68411105585191))"
p_pladser.69,0024,Adelgade,2,ja,Offentlig vej,Lige husnr.,Indre By,Grøn betalingszone,Uafmærket parkering,,2021-08-09T12:16:15.212,2003-03-27T00:00:00,,48302,131,,,Standsningsforbud,8-18,,,,3f8fd478-04cb-4c0d-9f1e-e01d4cc4b175,69,"MULTILINESTRING ((12.582375708792544 55.68256464804541, 12.582285156029032 55.68245848765207))"
