FuelType,CityDistrict,LocalDistrict,Neighbourhood,Year,NoOfVehicles
Diesel,Amager Vest,Amager Vest,Sundholmsvejs kvarteret,2015,342
Diesel,Amager Vest,Amager Vest,Sundholmsvejs kvarteret,2016,366
Diesel,Amager Vest,Amager Vest,Sundholmsvejs kvarteret,2017,411
Diesel,Amager Vest,Amager Vest,Sundholmsvejs kvarteret,2018,417
Diesel,Amager Vest,Amager Vest,Sundholmsvejs kvarteret,2019,452
Diesel,Amager Vest,Amager Vest,Sundholmsvejs kvarteret,2020,452
Diesel,Amager Vest,Amager Vest,Sundholmsvejs kvarteret,2021,456
Diesel,Amager Vest,Amager Vest,Sundholmsvejs kvarteret,2022,438
Diesel,Amager Vest,Amager Vest,Sundholmsvejs kvarteret,2023,414
Diesel,Amager Vest,Amager Vest,Sundholmsvejs kvarteret,2024,364
Diesel,Amager Vest,Amager Vest,Urbanplanen,2006,36
Diesel,Amager Vest,Amager Vest,Urbanplanen,2007,39
Diesel,Amager Vest,Amager Vest,Urbanplanen,2008,45
Diesel,Amager Vest,Amager Vest,Urbanplanen,2009,49
Diesel,Amager Vest,Amager Vest,Urbanplanen,2010,62
Diesel,Amager Vest,Amager Vest,Urbanplanen,2011,74
Diesel,Amager Vest,Amager Vest,Urbanplanen,2012,89
Diesel,Amager Vest,Amager Vest,Urbanplanen,2013,87
Diesel,Amager Vest,Amager Vest,Urbanplanen,2014,107
Diesel,Amager Vest,Amager Vest,Urbanplanen,2015,114
Diesel,Amager Vest,Amager Vest,Urbanplanen,2016,129
Diesel,Amager Vest,Amager Vest,Urbanplanen,2017,167
Diesel,Amager Vest,Amager Vest,Urbanplanen,2018,173
Diesel,Amager Vest,Amager Vest,Urbanplanen,2019,182
Diesel,Amager Vest,Amager Vest,Urbanplanen,2020,202
Diesel,Amager Vest,Amager Vest,Urbanplanen,2021,221
Diesel,Amager Vest,Amager Vest,Urbanplanen,2022,226
Diesel,Amager Vest,Amager Vest,Urbanplanen,2023,213
Diesel,Amager Vest,Amager Vest,Urbanplanen,2024,202
Diesel,Amager Vest,Amager Vest,Ørestad City,2006,12
Diesel,Amager Vest,Amager Vest,Ørestad City,2007,24
Diesel,Amager Vest,Amager Vest,Ørestad City,2008,65
Diesel,Amager Vest,Amager Vest,Ørestad City,2009,98
Diesel,Amager Vest,Amager Vest,Ørestad City,2010,139
Diesel,Amager Vest,Amager Vest,Ørestad City,2011,187
Diesel,Amager Vest,Amager Vest,Ørestad City,2012,219
Diesel,Amager Vest,Amager Vest,Ørestad City,2013,243
Diesel,Amager Vest,Amager Vest,Ørestad City,2014,315
Diesel,Amager Vest,Amager Vest,Ørestad City,2015,297
Diesel,Amager Vest,Amager Vest,Ørestad City,2016,303
Diesel,Amager Vest,Amager Vest,Ørestad City,2017,290
Diesel,Amager Vest,Amager Vest,Ørestad City,2018,284
Diesel,Amager Vest,Amager Vest,Ørestad City,2019,327
Diesel,Amager Vest,Amager Vest,Ørestad City,2020,333
Diesel,Amager Vest,Amager Vest,Ørestad City,2021,304
Diesel,Amager Vest,Amager Vest,Ørestad City,2022,343
Diesel,Amager Vest,Amager Vest,Ørestad City,2023,318
Diesel,Amager Vest,Amager Vest,Ørestad City,2024,258
Diesel,Amager Vest,Amager Vest,Ørestad Syd,2009,0
Diesel,Amager Vest,Amager Vest,Ørestad Syd,2010,4
Diesel,Amager Vest,Amager Vest,Ørestad Syd,2011,20
Diesel,Amager Vest,Amager Vest,Ørestad Syd,2012,65
Diesel,Amager Vest,Amager Vest,Ørestad Syd,2013,106
Diesel,Amager Vest,Amager Vest,Ørestad Syd,2014,113
Diesel,Amager Vest,Amager Vest,Ørestad Syd,2015,143
Diesel,Amager Vest,Amager Vest,Ørestad Syd,2016,164
Diesel,Amager Vest,Amager Vest,Ørestad Syd,2017,199
Diesel,Amager Vest,Amager Vest,Ørestad Syd,2018,287
Diesel,Amager Vest,Amager Vest,Ørestad Syd,2019,315
Diesel,Amager Vest,Amager Vest,Ørestad Syd,2020,354
Diesel,Amager Vest,Amager Vest,Ørestad Syd,2021,387
Diesel,Amager Vest,Amager Vest,Ørestad Syd,2022,423
Diesel,Amager Vest,Amager Vest,Ørestad Syd,2023,390
Diesel,Amager Vest,Amager Vest,Ørestad Syd,2024,326
Diesel,Amager Øst,Amager Øst,Amagerbro Øst,2006,186
Diesel,Amager Øst,Amager Øst,Amagerbro Øst,2007,223
Diesel,Amager Øst,Amager Øst,Amagerbro Øst,2008,292
Diesel,Amager Øst,Amager Øst,Amagerbro Øst,2009,336
Diesel,Amager Øst,Amager Øst,Amagerbro Øst,2010,398
Diesel,Amager Øst,Amager Øst,Amagerbro Øst,2011,492
Diesel,Amager Øst,Amager Øst,Amagerbro Øst,2012,510
Diesel,Amager Øst,Amager Øst,Amagerbro Øst,2013,573
Diesel,Amager Øst,Amager Øst,Amagerbro Øst,2014,639
Diesel,Amager Øst,Amager Øst,Amagerbro Øst,2015,676
Diesel,Amager Øst,Amager Øst,Amagerbro Øst,2016,746
Diesel,Amager Øst,Amager Øst,Amagerbro Øst,2017,802
Diesel,Amager Øst,Amager Øst,Amagerbro Øst,2018,829
Diesel,Amager Øst,Amager Øst,Amagerbro Øst,2019,850
Diesel,Amager Øst,Amager Øst,Amagerbro Øst,2020,830
Diesel,Amager Øst,Amager Øst,Amagerbro Øst,2021,851
Diesel,Amager Øst,Amager Øst,Amagerbro Øst,2022,806
Diesel,Amager Øst,Amager Øst,Amagerbro Øst,2023,735
Diesel,Amager Øst,Amager Øst,Amagerbro Øst,2024,610
Diesel,Amager Øst,Amager Øst,Nordøstamager,2006,19
Diesel,Amager Øst,Amager Øst,Nordøstamager,2007,27
Diesel,Amager Øst,Amager Øst,Nordøstamager,2008,46
Diesel,Amager Øst,Amager Øst,Nordøstamager,2009,60
Diesel,Amager Øst,Amager Øst,Nordøstamager,2010,68
Diesel,Amager Øst,Amager Øst,Nordøstamager,2011,90
Diesel,Amager Øst,Amager Øst,Nordøstamager,2012,101
Diesel,Amager Øst,Amager Øst,Nordøstamager,2013,112
Diesel,Amager Øst,Amager Øst,Nordøstamager,2014,160
Diesel,Amager Øst,Amager Øst,Nordøstamager,2015,226
Diesel,Amager Øst,Amager Øst,Nordøstamager,2016,250
Diesel,Amager Øst,Amager Øst,Nordøstamager,2017,293
Diesel,Amager Øst,Amager Øst,Nordøstamager,2018,359
Diesel,Amager Øst,Amager Øst,Nordøstamager,2019,372
Diesel,Amager Øst,Amager Øst,Nordøstamager,2020,359
Diesel,Amager Øst,Amager Øst,Nordøstamager,2021,407
Diesel,Amager Øst,Amager Øst,Nordøstamager,2022,422
Diesel,Amager Øst,Amager Øst,Nordøstamager,2023,380
Diesel,Amager Øst,Amager Øst,Nordøstamager,2024,331
Diesel,Amager Øst,Amager Øst,Sundbyøster,2006,173
Diesel,Amager Øst,Amager Øst,Sundbyøster,2007,196
Diesel,Amager Øst,Amager Øst,Sundbyøster,2008,228
Diesel,Amager Øst,Amager Øst,Sundbyøster,2009,283
Diesel,Amager Øst,Amager Øst,Sundbyøster,2010,324
Diesel,Amager Øst,Amager Øst,Sundbyøster,2011,352
Diesel,Amager Øst,Amager Øst,Sundbyøster,2012,416
Diesel,Amager Øst,Amager Øst,Sundbyøster,2013,463
Diesel,Amager Øst,Amager Øst,Sundbyøster,2014,520
Diesel,Amager Øst,Amager Øst,Sundbyøster,2015,530
Diesel,Amager Øst,Amager Øst,Sundbyøster,2016,558
Diesel,Amager Øst,Amager Øst,Sundbyøster,2017,612
Diesel,Amager Øst,Amager Øst,Sundbyøster,2018,642
Diesel,Amager Øst,Amager Øst,Sundbyøster,2019,643
Diesel,Amager Øst,Amager Øst,Sundbyøster,2020,613
Diesel,Amager Øst,Amager Øst,Sundbyøster,2021,603
Diesel,Amager Øst,Amager Øst,Sundbyøster,2022,581
Diesel,Amager Øst,Amager Øst,Sundbyøster,2023,542
Diesel,Amager Øst,Amager Øst,Sundbyøster,2024,486
Diesel,Amager Øst,Amager Øst,Villakvartererne,2006,163
Diesel,Amager Øst,Amager Øst,Villakvartererne,2007,196
Diesel,Amager Øst,Amager Øst,Villakvartererne,2008,267
Diesel,Amager Øst,Amager Øst,Villakvartererne,2009,315
Diesel,Amager Øst,Amager Øst,Villakvartererne,2010,396
Diesel,Amager Øst,Amager Øst,Villakvartererne,2011,458
Diesel,Amager Øst,Amager Øst,Villakvartererne,2012,537
Diesel,Amager Øst,Amager Øst,Villakvartererne,2013,600
Diesel,Amager Øst,Amager Øst,Villakvartererne,2014,675
Diesel,Amager Øst,Amager Øst,Villakvartererne,2015,698
Diesel,Amager Øst,Amager Øst,Villakvartererne,2016,763
Diesel,Amager Øst,Amager Øst,Villakvartererne,2017,819
Diesel,Amager Øst,Amager Øst,Villakvartererne,2018,830
Diesel,Amager Øst,Amager Øst,Villakvartererne,2019,812
Diesel,Amager Øst,Amager Øst,Villakvartererne,2020,812
Diesel,Amager Øst,Amager Øst,Villakvartererne,2021,774
Diesel,Amager Øst,Amager Øst,Villakvartererne,2022,724
Diesel,Amager Øst,Amager Øst,Villakvartererne,2023,666
Diesel,Amager Øst,Amager Øst,Villakvartererne,2024,651
Diesel,Bispebjerg,Bispebjerg,Bispebjerg,2006,47
Diesel,Bispebjerg,Bispebjerg,Bispebjerg,2007,67
Diesel,Bispebjerg,Bispebjerg,Bispebjerg,2008,95
Diesel,Bispebjerg,Bispebjerg,Bispebjerg,2009,112
Diesel,Bispebjerg,Bispebjerg,Bispebjerg,2010,121
Diesel,Bispebjerg,Bispebjerg,Bispebjerg,2011,148
Diesel,Bispebjerg,Bispebjerg,Bispebjerg,2012,181
Diesel,Bispebjerg,Bispebjerg,Bispebjerg,2013,197
Diesel,Bispebjerg,Bispebjerg,Bispebjerg,2014,191
Diesel,Bispebjerg,Bispebjerg,Bispebjerg,2015,191
Diesel,Bispebjerg,Bispebjerg,Bispebjerg,2016,217
Diesel,Bispebjerg,Bispebjerg,Bispebjerg,2017,238
Diesel,Bispebjerg,Bispebjerg,Bispebjerg,2018,275
Diesel,Bispebjerg,Bispebjerg,Bispebjerg,2019,287
Diesel,Bispebjerg,Bispebjerg,Bispebjerg,2020,282
Diesel,Bispebjerg,Bispebjerg,Bispebjerg,2021,284
Diesel,Bispebjerg,Bispebjerg,Bispebjerg,2022,256
Diesel,Bispebjerg,Bispebjerg,Bispebjerg,2023,233
Diesel,Bispebjerg,Bispebjerg,Bispebjerg,2024,201
Diesel,Bispebjerg,Bispebjerg,Emdrup,2006,31
Diesel,Bispebjerg,Bispebjerg,Emdrup,2007,39
Diesel,Bispebjerg,Bispebjerg,Emdrup,2008,55
Diesel,Bispebjerg,Bispebjerg,Emdrup,2009,74
Diesel,Bispebjerg,Bispebjerg,Emdrup,2010,79
Diesel,Bispebjerg,Bispebjerg,Emdrup,2011,106
Diesel,Bispebjerg,Bispebjerg,Emdrup,2012,130
Diesel,Bispebjerg,Bispebjerg,Emdrup,2013,150
Diesel,Bispebjerg,Bispebjerg,Emdrup,2014,158
Diesel,Bispebjerg,Bispebjerg,Emdrup,2015,162
Diesel,Bispebjerg,Bispebjerg,Emdrup,2016,189
Diesel,Bispebjerg,Bispebjerg,Emdrup,2017,191
Diesel,Bispebjerg,Bispebjerg,Emdrup,2018,209
Diesel,Bispebjerg,Bispebjerg,Emdrup,2019,210
Diesel,Bispebjerg,Bispebjerg,Emdrup,2020,204
Diesel,Bispebjerg,Bispebjerg,Emdrup,2021,188
Diesel,Bispebjerg,Bispebjerg,Emdrup,2022,165
Diesel,Bispebjerg,Bispebjerg,Emdrup,2023,154
Diesel,Bispebjerg,Bispebjerg,Emdrup,2024,140
Diesel,Bispebjerg,Bispebjerg,Nordvest,2006,201
Diesel,Bispebjerg,Bispebjerg,Nordvest,2007,246
Diesel,Bispebjerg,Bispebjerg,Nordvest,2008,331
Diesel,Bispebjerg,Bispebjerg,Nordvest,2009,389
Diesel,Bispebjerg,Bispebjerg,Nordvest,2010,455
Diesel,Bispebjerg,Bispebjerg,Nordvest,2011,509
Diesel,Bispebjerg,Bispebjerg,Nordvest,2012,582
Diesel,Bispebjerg,Bispebjerg,Nordvest,2013,632
Diesel,Bispebjerg,Bispebjerg,Nordvest,2014,671
Diesel,Bispebjerg,Bispebjerg,Nordvest,2015,756
Diesel,Bispebjerg,Bispebjerg,Nordvest,2016,849
Diesel,Bispebjerg,Bispebjerg,Nordvest,2017,977
Diesel,Bispebjerg,Bispebjerg,Nordvest,2018,1027
Diesel,Bispebjerg,Bispebjerg,Nordvest,2019,1110
Diesel,Bispebjerg,Bispebjerg,Nordvest,2020,1081
Diesel,Bispebjerg,Bispebjerg,Nordvest,2021,1096
Diesel,Bispebjerg,Bispebjerg,Nordvest,2022,1046
Diesel,Bispebjerg,Bispebjerg,Nordvest,2023,952
Diesel,Bispebjerg,Bispebjerg,Nordvest,2024,850
Diesel,Bispebjerg,Bispebjerg,Ryparken-Lundehus,2006,55
Diesel,Bispebjerg,Bispebjerg,Ryparken-Lundehus,2007,65
Diesel,Bispebjerg,Bispebjerg,Ryparken-Lundehus,2008,79
Diesel,Bispebjerg,Bispebjerg,Ryparken-Lundehus,2009,96
Diesel,Bispebjerg,Bispebjerg,Ryparken-Lundehus,2010,116
Diesel,Bispebjerg,Bispebjerg,Ryparken-Lundehus,2011,128
Diesel,Bispebjerg,Bispebjerg,Ryparken-Lundehus,2012,164
Diesel,Bispebjerg,Bispebjerg,Ryparken-Lundehus,2013,177
Diesel,Bispebjerg,Bispebjerg,Ryparken-Lundehus,2014,171
Diesel,Bispebjerg,Bispebjerg,Ryparken-Lundehus,2015,187
Diesel,Bispebjerg,Bispebjerg,Ryparken-Lundehus,2016,215
Diesel,Bispebjerg,Bispebjerg,Ryparken-Lundehus,2017,233
Diesel,Bispebjerg,Bispebjerg,Ryparken-Lundehus,2018,245
Diesel,Bispebjerg,Bispebjerg,Ryparken-Lundehus,2019,247
Diesel,Bispebjerg,Bispebjerg,Ryparken-Lundehus,2020,235
Diesel,Bispebjerg,Bispebjerg,Ryparken-Lundehus,2021,264
Diesel,Bispebjerg,Bispebjerg,Ryparken-Lundehus,2022,269
Diesel,Bispebjerg,Bispebjerg,Ryparken-Lundehus,2023,259
Diesel,Bispebjerg,Bispebjerg,Ryparken-Lundehus,2024,238
Diesel,Bispebjerg,Bispebjerg,Utterslev,2006,47
Diesel,Bispebjerg,Bispebjerg,Utterslev,2007,52
Diesel,Bispebjerg,Bispebjerg,Utterslev,2008,64
Diesel,Bispebjerg,Bispebjerg,Utterslev,2009,88
Diesel,Bispebjerg,Bispebjerg,Utterslev,2010,108
Diesel,Bispebjerg,Bispebjerg,Utterslev,2011,129
Diesel,Bispebjerg,Bispebjerg,Utterslev,2012,151
Diesel,Bispebjerg,Bispebjerg,Utterslev,2013,181
Diesel,Bispebjerg,Bispebjerg,Utterslev,2014,183
Diesel,Bispebjerg,Bispebjerg,Utterslev,2015,195
Diesel,Bispebjerg,Bispebjerg,Utterslev,2016,231
Diesel,Bispebjerg,Bispebjerg,Utterslev,2017,253
Diesel,Bispebjerg,Bispebjerg,Utterslev,2018,277
Diesel,Bispebjerg,Bispebjerg,Utterslev,2019,285
Diesel,Bispebjerg,Bispebjerg,Utterslev,2020,294
Diesel,Bispebjerg,Bispebjerg,Utterslev,2021,278
Diesel,Bispebjerg,Bispebjerg,Utterslev,2022,291
Diesel,Bispebjerg,Bispebjerg,Utterslev,2023,256
Diesel,Bispebjerg,Bispebjerg,Utterslev,2024,234
Diesel,Brønshøj-Husum,Brønshøj-Husum,Bellahøj,2006,29
Diesel,Brønshøj-Husum,Brønshøj-Husum,Bellahøj,2007,35
Diesel,Brønshøj-Husum,Brønshøj-Husum,Bellahøj,2008,45
Diesel,Brønshøj-Husum,Brønshøj-Husum,Bellahøj,2009,56
Diesel,Brønshøj-Husum,Brønshøj-Husum,Bellahøj,2010,58
Diesel,Brønshøj-Husum,Brønshøj-Husum,Bellahøj,2011,60
Diesel,Brønshøj-Husum,Brønshøj-Husum,Bellahøj,2012,79
Diesel,Brønshøj-Husum,Brønshøj-Husum,Bellahøj,2013,93
Diesel,Brønshøj-Husum,Brønshøj-Husum,Bellahøj,2014,119
Diesel,Brønshøj-Husum,Brønshøj-Husum,Bellahøj,2015,130
Diesel,Brønshøj-Husum,Brønshøj-Husum,Bellahøj,2016,145
Diesel,Brønshøj-Husum,Brønshøj-Husum,Bellahøj,2017,160
Diesel,Brønshøj-Husum,Brønshøj-Husum,Bellahøj,2018,171
Diesel,Brønshøj-Husum,Brønshøj-Husum,Bellahøj,2019,189
Diesel,Brønshøj-Husum,Brønshøj-Husum,Bellahøj,2020,201
Diesel,Brønshøj-Husum,Brønshøj-Husum,Bellahøj,2021,206
Diesel,Brønshøj-Husum,Brønshøj-Husum,Bellahøj,2022,201
Diesel,Brønshøj-Husum,Brønshøj-Husum,Bellahøj,2023,185
Diesel,Brønshøj-Husum,Brønshøj-Husum,Bellahøj,2024,146
Diesel,Brønshøj-Husum,Brønshøj-Husum,Brønshøj,2006,138
Diesel,Brønshøj-Husum,Brønshøj-Husum,Brønshøj,2007,196
Diesel,Brønshøj-Husum,Brønshøj-Husum,Brønshøj,2008,251
Diesel,Brønshøj-Husum,Brønshøj-Husum,Brønshøj,2009,285
Diesel,Brønshøj-Husum,Brønshøj-Husum,Brønshøj,2010,331
Diesel,Brønshøj-Husum,Brønshøj-Husum,Brønshøj,2011,404
Diesel,Brønshøj-Husum,Brønshøj-Husum,Brønshøj,2012,470
Diesel,Brønshøj-Husum,Brønshøj-Husum,Brønshøj,2013,490
Diesel,Brønshøj-Husum,Brønshøj-Husum,Brønshøj,2014,516
Diesel,Brønshøj-Husum,Brønshøj-Husum,Brønshøj,2015,558
Diesel,Brønshøj-Husum,Brønshøj-Husum,Brønshøj,2016,576
Diesel,Brønshøj-Husum,Brønshøj-Husum,Brønshøj,2017,630
Diesel,Brønshøj-Husum,Brønshøj-Husum,Brønshøj,2018,648
Diesel,Brønshøj-Husum,Brønshøj-Husum,Brønshøj,2019,636
Diesel,Brønshøj-Husum,Brønshøj-Husum,Brønshøj,2020,602
Diesel,Brønshøj-Husum,Brønshøj-Husum,Brønshøj,2021,570
Diesel,Brønshøj-Husum,Brønshøj-Husum,Brønshøj,2022,553
Diesel,Brønshøj-Husum,Brønshøj-Husum,Brønshøj,2023,517
Diesel,Brønshøj-Husum,Brønshøj-Husum,Brønshøj,2024,446
Diesel,Brønshøj-Husum,Brønshøj-Husum,Husum,2006,193
Diesel,Brønshøj-Husum,Brønshøj-Husum,Husum,2007,247
Diesel,Brønshøj-Husum,Brønshøj-Husum,Husum,2008,302
Diesel,Brønshøj-Husum,Brønshøj-Husum,Husum,2009,396
Diesel,Brønshøj-Husum,Brønshøj-Husum,Husum,2010,466
Diesel,Brønshøj-Husum,Brønshøj-Husum,Husum,2011,543
Diesel,Brønshøj-Husum,Brønshøj-Husum,Husum,2012,619
Diesel,Brønshøj-Husum,Brønshøj-Husum,Husum,2013,717
Diesel,Brønshøj-Husum,Brønshøj-Husum,Husum,2014,777
Diesel,Brønshøj-Husum,Brønshøj-Husum,Husum,2015,839
Diesel,Brønshøj-Husum,Brønshøj-Husum,Husum,2016,906
Diesel,Brønshøj-Husum,Brønshøj-Husum,Husum,2017,954
Diesel,Brønshøj-Husum,Brønshøj-Husum,Husum,2018,962
Diesel,Brønshøj-Husum,Brønshøj-Husum,Husum,2019,963
Diesel,Brønshøj-Husum,Brønshøj-Husum,Husum,2020,948
Diesel,Brønshøj-Husum,Brønshøj-Husum,Husum,2021,932
Diesel,Brønshøj-Husum,Brønshøj-Husum,Husum,2022,891
Diesel,Brønshøj-Husum,Brønshøj-Husum,Husum,2023,811
Diesel,Brønshøj-Husum,Brønshøj-Husum,Husum,2024,715
Diesel,Brønshøj-Husum,Brønshøj-Husum,Husum Nord,2006,62
Diesel,Brønshøj-Husum,Brønshøj-Husum,Husum Nord,2007,84
Diesel,Brønshøj-Husum,Brønshøj-Husum,Husum Nord,2008,107
Diesel,Brønshøj-Husum,Brønshøj-Husum,Husum Nord,2009,144
Diesel,Brønshøj-Husum,Brønshøj-Husum,Husum Nord,2010,163
Diesel,Brønshøj-Husum,Brønshøj-Husum,Husum Nord,2011,178
Diesel,Brønshøj-Husum,Brønshøj-Husum,Husum Nord,2012,219
Diesel,Brønshøj-Husum,Brønshøj-Husum,Husum Nord,2013,248
Diesel,Brønshøj-Husum,Brønshøj-Husum,Husum Nord,2014,287
Diesel,Brønshøj-Husum,Brønshøj-Husum,Husum Nord,2015,317
Diesel,Brønshøj-Husum,Brønshøj-Husum,Husum Nord,2016,346
Diesel,Brønshøj-Husum,Brønshøj-Husum,Husum Nord,2017,412
Diesel,Brønshøj-Husum,Brønshøj-Husum,Husum Nord,2018,430
Diesel,Brønshøj-Husum,Brønshøj-Husum,Husum Nord,2019,468
Diesel,Brønshøj-Husum,Brønshøj-Husum,Husum Nord,2020,458
Diesel,Brønshøj-Husum,Brønshøj-Husum,Husum Nord,2021,492
Diesel,Brønshøj-Husum,Brønshøj-Husum,Husum Nord,2022,480
Diesel,Brønshøj-Husum,Brønshøj-Husum,Husum Nord,2023,461
Diesel,Brønshøj-Husum,Brønshøj-Husum,Husum Nord,2024,416
Diesel,Brønshøj-Husum,Brønshøj-Husum,Tingbjerg,2006,26
Diesel,Brønshøj-Husum,Brønshøj-Husum,Tingbjerg,2007,45
Diesel,Brønshøj-Husum,Brønshøj-Husum,Tingbjerg,2008,57
Diesel,Brønshøj-Husum,Brønshøj-Husum,Tingbjerg,2009,64
Diesel,Brønshøj-Husum,Brønshøj-Husum,Tingbjerg,2010,68
Diesel,Brønshøj-Husum,Brønshøj-Husum,Tingbjerg,2011,73
Diesel,Brønshøj-Husum,Brønshøj-Husum,Tingbjerg,2012,85
Diesel,Brønshøj-Husum,Brønshøj-Husum,Tingbjerg,2013,96
Diesel,Brønshøj-Husum,Brønshøj-Husum,Tingbjerg,2014,110
Diesel,Brønshøj-Husum,Brønshøj-Husum,Tingbjerg,2015,144
Diesel,Brønshøj-Husum,Brønshøj-Husum,Tingbjerg,2016,167
Diesel,Brønshøj-Husum,Brønshøj-Husum,Tingbjerg,2017,217
Diesel,Brønshøj-Husum,Brønshøj-Husum,Tingbjerg,2018,236
Diesel,Brønshøj-Husum,Brønshøj-Husum,Tingbjerg,2019,278
Diesel,Brønshøj-Husum,Brønshøj-Husum,Tingbjerg,2020,276
Diesel,Brønshøj-Husum,Brønshøj-Husum,Tingbjerg,2021,263
Diesel,Brønshøj-Husum,Brønshøj-Husum,Tingbjerg,2022,273
Diesel,Brønshøj-Husum,Brønshøj-Husum,Tingbjerg,2023,254
Diesel,Brønshøj-Husum,Brønshøj-Husum,Tingbjerg,2024,235
Diesel,Indre By,Christianshavn,Holmen og Refshaleøen,2006,27
Diesel,Indre By,Christianshavn,Holmen og Refshaleøen,2007,41
Diesel,Indre By,Christianshavn,Holmen og Refshaleøen,2008,57
Diesel,Indre By,Christianshavn,Holmen og Refshaleøen,2009,74
Diesel,Indre By,Christianshavn,Holmen og Refshaleøen,2010,83
Diesel,Indre By,Christianshavn,Holmen og Refshaleøen,2011,90
Diesel,Indre By,Christianshavn,Holmen og Refshaleøen,2012,100
Diesel,Indre By,Christianshavn,Holmen og Refshaleøen,2013,116
Diesel,Indre By,Christianshavn,Holmen og Refshaleøen,2014,115
Diesel,Indre By,Christianshavn,Holmen og Refshaleøen,2015,159
Diesel,Indre By,Christianshavn,Holmen og Refshaleøen,2016,180
Diesel,Indre By,Christianshavn,Holmen og Refshaleøen,2017,186
Diesel,Indre By,Christianshavn,Holmen og Refshaleøen,2018,195
Diesel,Indre By,Christianshavn,Holmen og Refshaleøen,2019,183
Diesel,Indre By,Christianshavn,Holmen og Refshaleøen,2020,191
Diesel,Indre By,Christianshavn,Holmen og Refshaleøen,2021,179
Diesel,Indre By,Christianshavn,Holmen og Refshaleøen,2022,162
Diesel,Indre By,Christianshavn,Holmen og Refshaleøen,2023,143
Diesel,Indre By,Christianshavn,Holmen og Refshaleøen,2024,133
Diesel,Indre By,Christianshavn,Neden Vandet,2006,34
Diesel,Indre By,Christianshavn,Neden Vandet,2007,46
Diesel,Indre By,Christianshavn,Neden Vandet,2008,50
Diesel,Indre By,Christianshavn,Neden Vandet,2009,56
Diesel,Indre By,Christianshavn,Neden Vandet,2010,65
Diesel,Indre By,Christianshavn,Neden Vandet,2011,95
Diesel,Indre By,Christianshavn,Neden Vandet,2012,119
Diesel,Indre By,Christianshavn,Neden Vandet,2013,126
Diesel,Indre By,Christianshavn,Neden Vandet,2014,158
Diesel,Indre By,Christianshavn,Neden Vandet,2015,162
Diesel,Indre By,Christianshavn,Neden Vandet,2016,171
Diesel,Indre By,Christianshavn,Neden Vandet,2017,171
Diesel,Indre By,Christianshavn,Neden Vandet,2018,184
Diesel,Indre By,Christianshavn,Neden Vandet,2019,186
Diesel,Indre By,Christianshavn,Neden Vandet,2020,168
Diesel,Indre By,Christianshavn,Neden Vandet,2021,153
Diesel,Indre By,Christianshavn,Neden Vandet,2022,155
Diesel,Indre By,Christianshavn,Neden Vandet,2023,145
Diesel,Indre By,Christianshavn,Neden Vandet,2024,121
Diesel,Indre By,Christianshavn,Oven Vandet,2006,51
Diesel,Indre By,Christianshavn,Oven Vandet,2007,67
Diesel,Indre By,Christianshavn,Oven Vandet,2008,95
Diesel,Indre By,Christianshavn,Oven Vandet,2009,118
Diesel,Indre By,Christianshavn,Oven Vandet,2010,134
Diesel,Indre By,Christianshavn,Oven Vandet,2011,140
Diesel,Indre By,Christianshavn,Oven Vandet,2012,179
Diesel,Indre By,Christianshavn,Oven Vandet,2013,191
Diesel,Indre By,Christianshavn,Oven Vandet,2014,223
Diesel,Indre By,Christianshavn,Oven Vandet,2015,234
Diesel,Indre By,Christianshavn,Oven Vandet,2016,277
Diesel,Indre By,Christianshavn,Oven Vandet,2017,295
Diesel,Indre By,Christianshavn,Oven Vandet,2018,273
Diesel,Indre By,Christianshavn,Oven Vandet,2019,288
Diesel,Indre By,Christianshavn,Oven Vandet,2020,292
Diesel,Indre By,Christianshavn,Oven Vandet,2021,266
Diesel,Indre By,Christianshavn,Oven Vandet,2022,262
Diesel,Indre By,Christianshavn,Oven Vandet,2023,247
Diesel,Indre By,Christianshavn,Oven Vandet,2024,211
Diesel,Indre By,Indre By,Frederiksstaden,2006,141
Diesel,Indre By,Indre By,Frederiksstaden,2007,173
Diesel,Indre By,Indre By,Frederiksstaden,2008,210
Diesel,Indre By,Indre By,Frederiksstaden,2009,245
Diesel,Indre By,Indre By,Frederiksstaden,2010,287
Diesel,Indre By,Indre By,Frederiksstaden,2011,316
Diesel,Indre By,Indre By,Frederiksstaden,2012,368
Diesel,Indre By,Indre By,Frederiksstaden,2013,388
Diesel,Indre By,Indre By,Frederiksstaden,2014,424
Diesel,Indre By,Indre By,Frederiksstaden,2015,457
Diesel,Indre By,Indre By,Frederiksstaden,2016,520
Diesel,Indre By,Indre By,Frederiksstaden,2017,543
Diesel,Indre By,Indre By,Frederiksstaden,2018,549
Diesel,Indre By,Indre By,Frederiksstaden,2019,567
Diesel,Indre By,Indre By,Frederiksstaden,2020,533
Diesel,Indre By,Indre By,Frederiksstaden,2021,502
Diesel,Indre By,Indre By,Frederiksstaden,2022,481
Diesel,Indre By,Indre By,Frederiksstaden,2023,393
Diesel,Indre By,Indre By,Frederiksstaden,2024,351
Diesel,Indre By,Indre By,Gammelholm og Nyhavn,2006,34
Diesel,Indre By,Indre By,Gammelholm og Nyhavn,2007,55
Diesel,Indre By,Indre By,Gammelholm og Nyhavn,2008,64
Diesel,Indre By,Indre By,Gammelholm og Nyhavn,2009,79
