FID,district,street_code,street_name,no_of_spaces,year_creation,year_correction,coordinates
p_pladser.105,Amager Vest,36,Agerbo,2,2004,2021,"[(55.644001850135716, 12.590315839627987), (55.64389146635274, 12.590303989726)]"
p_pladser.106,Amager Vest,36,Agerbo,6,2004,2021,"[(55.644392425290995, 12.590355401702784), (55.64414599515625, 12.590330142241772), (55.644085857599045, 12.590324128071918)]"
p_pladser.107,Amager Vest,36,Agerbo,2,2004,2021,"[(55.644568431941906, 12.59037232543858), (55.64453798682182, 12.59036973178779), (55.64443661119357, 12.590359643054525)]"
p_pladser.108,Amager Vest,36,Agerbo,6,2004,2021,"[(55.64381120892006, 12.590295531949208), (55.64352034718139, 12.590266018222927)]"
p_pladser.109,Amager Vest,40,Agerlandsvej,1,2006,2012,"[(55.64095043031323, 12.594550108827375), (55.64094834892803, 12.594431393423756)]"
p_pladser.110,Amager Vest,40,Agerlandsvej,4,2006,2012,"[(55.64102851411003, 12.598699675535688), (55.641021604156194, 12.59830803086101)]"
p_pladser.111,Amager Vest,40,Agerlandsvej,2,2006,2012,"[(55.641013585144144, 12.597861610572632), (55.64101069059417, 12.597690513149264)]"
p_pladser.112,Amager Vest,40,Agerlandsvej,7,2006,2012,"[(55.64100716963342, 12.597509236779025), (55.64099604018877, 12.596891331518584)]"
p_pladser.113,Amager Vest,40,Agerlandsvej,2,2006,2012,"[(55.641019617649526, 12.598205360875783), (55.641015479425114, 12.597978885987775)]"
p_pladser.114,Amager Vest,40,Agerlandsvej,1,2006,2012,"[(55.64094700105639, 12.594353925253264), (55.64094552695934, 12.594269502971306)]"
p_pladser.115,Amager Vest,40,Agerlandsvej,2,2006,2012,"[(55.640920690069606, 12.59299054806729), (55.6409167393468, 12.59276985008912)]"
p_pladser.116,Amager Vest,40,Agerlandsvej,3,2006,2012,"[(55.640903583517634, 12.59207321264135), (55.64089858512835, 12.591815335035179)]"
p_pladser.117,Amager Vest,40,Agerlandsvej,2,2006,2012,"[(55.64090910605481, 12.592380723814713), (55.640906297463026, 12.592214571420971)]"
p_pladser.118,Amager Vest,40,Agerlandsvej,1,2006,2012,"[(55.64091361060514, 12.592598187757588), (55.640910898308945, 12.592455904871626)]"
p_pladser.119,Amager Vest,40,Agerlandsvej,2,2006,2012,"[(55.640925040513594, 12.593233601265501), (55.64092232157477, 12.59308169480963)]"
p_pladser.120,Amager Vest,40,Agerlandsvej,1,2006,2012,"[(55.64092893208015, 12.593436488342359), (55.64092665632444, 12.59331994445473)]"
p_pladser.121,Amager Vest,40,Agerlandsvej,1,2006,2012,"[(55.640973409808716, 12.59569073335242), (55.64097186450001, 12.595610953925105)]"
p_pladser.122,Amager Vest,40,Agerlandsvej,3,2006,2012,"[(55.64093757857238, 12.59387933631878), (55.64093230876824, 12.593609422636074)]"
p_pladser.123,Amager Vest,40,Agerlandsvej,3,2006,2012,"[(55.64098446379067, 12.596322135709679), (55.640979967217476, 12.596066868774987)]"
p_pladser.124,Amager Vest,40,Agerlandsvej,1,2006,2012,"[(55.64097832978313, 12.59597392041362), (55.64097586091802, 12.595833783768093)]"
p_pladser.125,Amager Vest,40,Agerlandsvej,1,2006,2012,"[(55.64095444957689, 12.594767604949093), (55.64095290450091, 12.594684654131786)]"
p_pladser.126,Amager Vest,40,Agerlandsvej,4,2006,2012,"[(55.64096401501044, 12.595225258278923), (55.640956577856706, 12.594862753185735)]"
p_pladser.127,Amager Vest,40,Agerlandsvej,2,2006,2012,"[(55.640970275533, 12.595530452093765), (55.64096676915327, 12.595359515236785)]"
p_pladser.271,Amager Vest,92,Alperosevej,2,2006,2024,"[(55.646678638614894, 12.61035370513568), (55.64667513045547, 12.610188857547882)]"
p_pladser.272,Amager Vest,92,Alperosevej,7,2006,2024,"[(55.64674067701288, 12.611105301737954), (55.64672685565989, 12.61048189948862)]"
p_pladser.273,Amager Vest,92,Alperosevej,3,2006,2024,"[(55.64675247521315, 12.611602173129809), (55.646746471327596, 12.6113044231571)]"
p_pladser.300,Amager Vest,104,Amager Boulevard,4,2003,2021,"[(55.66594042970046, 12.596942880727521), (55.665860665283496, 12.597270687982952)]"
p_pladser.301,Amager Vest,104,Amager Boulevard,7,2003,2022,"[(55.66590381045216, 12.59792684434495), (55.66604580338948, 12.597348101453347)]"
p_pladser.302,Amager Vest,104,Amager Boulevard,10,2003,2021,"[(55.66576820608708, 12.597639835459145), (55.66567344390794, 12.598029366494682), (55.665568907493935, 12.598463507826555)]"
p_pladser.303,Amager Vest,104,Amager Boulevard,3,2003,2023,"[(55.66616984561252, 12.596000169129718), (55.66610047768369, 12.596286961964287)]"
p_pladser.304,Amager Vest,104,Amager Boulevard,1,2003,2023,"[(55.66619127981753, 12.595911551389019), (55.66616984561252, 12.596000169129718)]"
p_pladser.305,Amager Vest,104,Amager Boulevard,5,2003,2022,"[(55.66625685654061, 12.596480888171161), (55.666358223919715, 12.5960642023558)]"
p_pladser.306,Amager Vest,108,Amagerbrogade,3,2003,2020,"[(55.64729183538344, 12.613773104742673), (55.64714676753399, 12.613838062434985)]"
p_pladser.308,Amager Vest,108,Amagerbrogade,2,2003,2024,"[(55.65044289498206, 12.612349109176574), (55.65034312552856, 12.612393347155475)]"
p_pladser.309,Amager Vest,108,Amagerbrogade,3,2003,2020,"[(55.64542647573759, 12.614631916821157), (55.64526234245413, 12.614705842266682)]"
p_pladser.312,Amager Vest,108,Amagerbrogade,5,2003,2024,"[(55.65241301332102, 12.611470138830594), (55.65214606819154, 12.61158829973465)]"
p_pladser.313,Amager Vest,108,Amagerbrogade,1,2003,2024,"[(55.65405445055779, 12.610688487456999), (55.65400967119629, 12.610710479869693)]"
p_pladser.314,Amager Vest,108,Amagerbrogade,1,2003,2024,"[(55.65247522642245, 12.611442600514717), (55.652430555605676, 12.611462373835694)]"
p_pladser.316,Amager Vest,108,Amagerbrogade,5,2003,2020,"[(55.642990970685105, 12.615815153715907), (55.64274845094131, 12.615935642053293)]"
p_pladser.317,Amager Vest,108,Amagerbrogade,2,2003,2024,"[(55.653850031362545, 12.610788883092605), (55.65380384021328, 12.610811568630282), (55.65374264401758, 12.610841623406957)]"
p_pladser.318,Amager Vest,108,Amagerbrogade,2,2003,2024,"[(55.6518693457695, 12.61171201586371), (55.6517512874204, 12.61176588092525)]"
p_pladser.319,Amager Vest,108,Amagerbrogade,4,2003,2024,"[(55.65135677161101, 12.611940503468306), (55.65115054105246, 12.612033514926283)]"
p_pladser.321,Amager Vest,108,Amagerbrogade,2,2003,2024,"[(55.65280842798682, 12.611289181789601), (55.65268723967256, 12.611344235317194)]"
p_pladser.322,Amager Vest,108,Amagerbrogade,1,2003,2024,"[(55.652948802371334, 12.611225411963252), (55.65287806641466, 12.611257109845347)]"
p_pladser.323,Amager Vest,108,Amagerbrogade,1,2003,2024,"[(55.6530104905333, 12.611197387875213), (55.6529663050017, 12.611217460766913)]"
p_pladser.324,Amager Vest,108,Amagerbrogade,3,2003,2024,"[(55.65060870085945, 12.612274864437747), (55.65047958789683, 12.612332839407761)]"
p_pladser.325,Amager Vest,108,Amagerbrogade,1,2003,2024,"[(55.649302669521084, 12.612862417891835), (55.649239353804745, 12.612891380563672), (55.649231612810475, 12.612894919464066)]"
p_pladser.326,Amager Vest,108,Amagerbrogade,1,2003,2024,"[(55.64921409032252, 12.612902776540553), (55.64916046616648, 12.612926821545743)]"
p_pladser.327,Amager Vest,108,Amagerbrogade,5,2003,2024,"[(55.64886323902989, 12.613060687966868), (55.64860625438774, 12.613176614652877)]"
p_pladser.328,Amager Vest,108,Amagerbrogade,3,2003,2021,"[(55.64488263062199, 12.614895358212554), (55.6448775518426, 12.614893776828957), (55.644727212485414, 12.61496672593355)]"
p_pladser.329,Amager Vest,108,Amagerbrogade,3,2003,2024,"[(55.648387349573014, 12.613275403256875), (55.64825346425263, 12.61333584232376)]"
p_pladser.337,Amager Vest,108,Amagerbrogade,2,2003,2024,"[(55.65479324566269, 12.610276920436274), (55.654692799070645, 12.6103454988358), (55.65468211950095, 12.610360978555793)]"
p_pladser.344,Amager Vest,108,Amagerbrogade,5,2003,2024,"[(55.65002414449916, 12.61256502030944), (55.64978913947225, 12.61267234187716)]"
p_pladser.345,Amager Vest,108,Amagerbrogade,1,2003,2024,"[(55.65141337653743, 12.611914399993907), (55.651365918631974, 12.611936052585014)]"
p_pladser.348,Amager Vest,108,Amagerbrogade,4,2003,2024,"[(55.64907226211834, 12.61296639576309), (55.648880752277336, 12.613052787622097)]"
p_pladser.349,Amager Vest,108,Amagerbrogade,1,2003,2024,"[(55.649142943676296, 12.612934678594065), (55.64908977998512, 12.612958517039342)]"
p_pladser.354,Amager Vest,108,Amagerbrogade,2,2003,2024,"[(55.6536486912077, 12.610887765478145), (55.65360369405249, 12.610909864384713), (55.65352685836596, 12.610947599642008)]"
p_pladser.355,Amager Vest,108,Amagerbrogade,1,2003,2024,"[(55.65192907344845, 12.611684764508261), (55.65188684163648, 12.61170403320685)]"
p_pladser.356,Amager Vest,108,Amagerbrogade,2,2003,2024,"[(55.65173379154906, 12.611773863527606), (55.65163064110388, 12.61182092642484)]"
p_pladser.358,Amager Vest,108,Amagerbrogade,2,2003,2020,"[(55.64309729499174, 12.61576027138589), (55.643012503105, 12.615804503634292)]"
p_pladser.359,Amager Vest,108,Amagerbrogade,4,2003,2019,"[(55.64249943059504, 12.616058898464404), (55.642284072870176, 12.616165133164603)]"
p_pladser.360,Amager Vest,108,Amagerbrogade,3,2003,2019,"[(55.64212185568126, 12.61625529553701), (55.64198741014172, 12.616323577591322)]"
p_pladser.361,Amager Vest,108,Amagerbrogade,2,2003,2024,"[(55.653992292917685, 12.610719014820567), (55.65394216167553, 12.610743635609715), (55.653879531453256, 12.610774394889688)]"
p_pladser.364,Amager Vest,108,Amagerbrogade,1,2003,2012,"[(55.641019233365974, 12.616807980085214), (55.64094527439625, 12.616845016135755)]"
p_pladser.367,Amager Vest,108,Amagerbrogade,1,2003,2012,"[(55.64130254782274, 12.61666470278324), (55.64122736730682, 12.616703116112262)]"
p_pladser.369,Amager Vest,108,Amagerbrogade,2,2003,2012,"[(55.641624009506046, 12.616507466957836), (55.641539897412024, 12.616547009964284)]"
p_pladser.371,Amager Vest,108,Amagerbrogade,3,2003,2012,"[(55.64188180961935, 12.616381030284485), (55.6417310095367, 12.616452490439363)]"
p_pladser.372,Amager Vest,108,Amagerbrogade,2,2003,2012,"[(55.64774037109108, 12.613570709533542), (55.64783088861321, 12.613530704311989)]"
p_pladser.374,Amager Vest,108,Amagerbrogade,3,2003,2012,"[(55.647592758392655, 12.613637171505248), (55.64772284172652, 12.613578533967194)]"
p_pladser.375,Amager Vest,108,Amagerbrogade,1,2003,2012,"[(55.64752917060236, 12.613665834767021), (55.64757524405257, 12.61364506639693)]"
p_pladser.392,Amager Vest,108,Amagerbrogade,1,2003,2024,"[(55.64823595211057, 12.613343747696383), (55.648186883091824, 12.613365898510631)]"
p_pladser.394,Amager Vest,108,Amagerbrogade,2,2003,2012,"[(55.64784843300354, 12.613522950352557), (55.6479501200759, 12.613478008358753)]"
p_pladser.347,Amager Vest,108,Amagerbrogade,1,2004,2021,"[(55.65287806641466, 12.611257109845347), (55.65282593062153, 12.611281230649492)]"
p_pladser.320,Amager Vest,108,Amagerbrogade,3,2009,2020,"[(55.6451590746994, 12.614759501097812), (55.644986005008356, 12.614843538615016)]"
p_pladser.353,Amager Vest,108,Amagerbrogade,1,2016,2024,"[(55.65012868990156, 12.612518568694318), (55.650081084776, 12.612540098214595)]"
p_pladser.343,Amager Vest,108,Amagerbrogade,2,2019,2021,"[(55.667921843627894, 12.596948953369829), (55.66803787200673, 12.596835588383408)]"
p_pladser.377,Amager Vest,108,Amagerbrogade,1,2019,2021,"[(55.66786259859346, 12.597017308615607), (55.66786762046144, 12.597010357248422), (55.66788041909029, 12.596993447940852), (55.66790806008236, 12.59696246646106)]"
p_pladser.391,Amager Vest,108,Amagerbrogade,3,2022,2022,"[(55.66596146960019, 12.598869199386852), (55.665813837686876, 12.599012650377768)]"
p_pladser.397,Amager Vest,112,Amagerfælledvej,5,2013,2022,"[(55.661881071783704, 12.593746915707692), (55.6621451551091, 12.593826958178328)]"
p_pladser.395,Amager Vest,112,Amagerfælledvej,8,2015,2022,"[(55.655812398488955, 12.593675673190463), (55.65614902531055, 12.593316585114836)]"
p_pladser.396,Amager Vest,112,Amagerfælledvej,2,2018,2021,"[(55.66798035458141, 12.595406776585282), (55.66806882836436, 12.59543415412669)]"
p_pladser.672,Amager Vest,152,Anders Henriksens Gade,8,2005,2024,"[(55.664681744870556, 12.599201013866297), (55.664635827277934, 12.599242076010599), (55.66448881474237, 12.599373542323248), (55.66447237823754, 12.599387201552798)]"
p_pladser.673,Amager Vest,152,Anders Henriksens Gade,3,2005,2021,"[(55.66471064538678, 12.599363828394617), (55.66455391673172, 12.59950588064165)]"
p_pladser.843,Amager Vest,218,Arne Jacobsens Allé,1,2010,2024,"[(55.631447500960306, 12.573485004928257), (55.63143253950411, 12.573595664749945)]"
p_pladser.844,Amager Vest,218,Arne Jacobsens Allé,1,2010,2023,"[(55.6315403789737, 12.577236137132678), (55.63153920621919, 12.577343399347562)]"
p_pladser.845,Amager Vest,218,Arne Jacobsens Allé,1,2010,2024,"[(55.63151816057396, 12.57292957838137), (55.631503711140326, 12.57303318047109)]"
p_pladser.846,Amager Vest,218,Arne Jacobsens Allé,1,2010,2020,"[(55.63142181637751, 12.573676304900237), (55.631409834359175, 12.573783151253224)]"
p_pladser.847,Amager Vest,218,Arne Jacobsens Allé,1,2010,2023,"[(55.63130053996089, 12.578310674841568), (55.631288150159655, 12.578420410765247)]"
p_pladser.848,Amager Vest,218,Arne Jacobsens Allé,1,2010,2023,"[(55.631279363954874, 12.578498229225044), (55.63126531162417, 12.578606329245385)]"
p_pladser.849,Amager Vest,218,Arne Jacobsens Allé,1,2010,2024,"[(55.63146843276812, 12.573306511649008), (55.631453254022226, 12.573410444390175)]"
p_pladser.850,Amager Vest,218,Arne Jacobsens Allé,1,2010,2020,"[(55.63117255768519, 12.574753623725838), (55.6311736135129, 12.574863693348043)]"
p_pladser.851,Amager Vest,218,Arne Jacobsens Allé,1,2010,2021,"[(55.63128226350257, 12.573228328319987), (55.63126805416249, 12.57333641811713)]"
p_pladser.852,Amager Vest,218,Arne Jacobsens Allé,1,2010,2023,"[(55.631527026949264, 12.576839613224346), (55.63153338836405, 12.576949982491524)]"
p_pladser.854,Amager Vest,218,Arne Jacobsens Allé,1,2010,2023,"[(55.63153634478578, 12.57703869457934), (55.63153818641291, 12.577148875262887)]"
p_pladser.855,Amager Vest,218,Arne Jacobsens Allé,1,2010,2021,"[(55.63130668488573, 12.573042056485232), (55.63129248774097, 12.57315046520547)]"
p_pladser.856,Amager Vest,218,Arne Jacobsens Allé,1,2010,2020,"[(55.63145653590022, 12.576033371065789), (55.63146982050007, 12.576142046761658)]"
p_pladser.857,Amager Vest,218,Arne Jacobsens Allé,1,2010,2021,"[(55.63121570672459, 12.573787883371422), (55.63120585094291, 12.573897710499264)]"
p_pladser.858,Amager Vest,218,Arne Jacobsens Allé,1,2010,2021,"[(55.63133156398715, 12.57285414388034), (55.631316635921635, 12.57296469682495)]"
p_pladser.859,Amager Vest,218,Arne Jacobsens Allé,1,2010,2023,"[(55.63134724020563, 12.577466756631098), (55.631347644055296, 12.577356788244792)]"
p_pladser.860,Amager Vest,218,Arne Jacobsens Allé,1,2010,2020,"[(55.63142979225815, 12.575825694911183), (55.631443180920265, 12.575932000103133)]"
p_pladser.861,Amager Vest,218,Arne Jacobsens Allé,1,2010,2023,"[(55.63134926295126, 12.579309275440826), (55.63132778461839, 12.579413522982005)]"
p_pladser.862,Amager Vest,218,Arne Jacobsens Allé,1,2010,2021,"[(55.63123500590406, 12.573600149429534), (55.63122320207549, 12.573709374726704)]"
p_pladser.863,Amager Vest,218,Arne Jacobsens Allé,1,2010,2023,"[(55.63138286282611, 12.579124810635996), (55.63136393528455, 12.57923163230775)]"
p_pladser.864,Amager Vest,218,Arne Jacobsens Allé,1,2010,2021,"[(55.63125774674418, 12.573414403585957), (55.631243980077905, 12.57352285160213)]"
p_pladser.865,Amager Vest,218,Arne Jacobsens Allé,1,2010,2023,"[(55.63122711685069, 12.578867288864657), (55.631209308715114, 12.578973839698502)]"
p_pladser.866,Amager Vest,218,Arne Jacobsens Allé,1,2010,2023,"[(55.63153972259828, 12.57742683055585), (55.6315379565956, 12.577539203008453)]"
p_pladser.867,Amager Vest,218,Arne Jacobsens Allé,1,2010,2020,"[(55.63140796889544, 12.575623226876376), (55.63141932757624, 12.575732579150216)]"
p_pladser.868,Amager Vest,218,Arne Jacobsens Allé,1,2010,2023,"[(55.63125562178859, 12.578684692297115), (55.63123911432749, 12.578790956585355)]"
p_pladser.869,Amager Vest,218,Arne Jacobsens Allé,1,2010,2023,"[(55.63151614411129, 12.57664312714417), (55.63152409451463, 12.576749560927215)]"
p_pladser.870,Amager Vest,218,Arne Jacobsens Allé,1,2010,2020,"[(55.63139166541791, 12.575420637931765), (55.63139954275498, 12.575530178145648)]"
p_pladser.871,Amager Vest,218,Arne Jacobsens Allé,1,2010,2023,"[(55.63141504775264, 12.578941552503988), (55.63139635119449, 12.57904799229763)]"
p_pladser.872,Amager Vest,218,Arne Jacobsens Allé,1,2010,2023,"[(55.63134768879948, 12.577271354330533), (55.63134590117141, 12.577159166382827)]"
p_pladser.873,Amager Vest,218,Arne Jacobsens Allé,1,2010,2020,"[(55.63150002587776, 12.576442321897755), (55.631509655003434, 12.576549978659987)]"
p_pladser.874,Amager Vest,218,Arne Jacobsens Allé,1,2010,2020,"[(55.63140407827428, 12.573863973743174), (55.631394673512816, 12.57397154758787)]"
p_pladser.875,Amager Vest,218,Arne Jacobsens Allé,1,2010,2020,"[(55.63148067222409, 12.576237106525122), (55.63149190968078, 12.576346674823446)]"
p_pladser.877,Amager Vest,218,Arne Jacobsens Allé,1,2010,2024,"[(55.631495498871935, 12.57311622718743), (55.631481128057615, 12.573223603274595)]"
p_pladser.853,Amager Vest,218,Arne Jacobsens Allé,5,2015,2023,"[(55.63099112178347, 12.580678993692445), (55.63097342030239, 12.58073821150152), (55.63095334882358, 12.580804176941806), (55.63092685926774, 12.58088886016905), (55.63088578463754, 12.58101600443638), (55.6308614330761, 12.581089281893385), (55.6308580023529, 12.58109930357903)]"
p_pladser.876,Amager Vest,218,Arne Jacobsens Allé,2,2015,2021,"[(55.63086999318031, 12.581111054306668), (55.630837495532816, 12.581205984869165), (55.630803519272845, 12.58130231139303)]"
p_pladser.941,Amager Vest,232,Artillerivej,8,2003,2023,"[(55.66263957867047, 12.580200250370055), (55.66246654185541, 12.57957781237157)]"
p_pladser.931,Amager Vest,232,Artillerivej,8,2013,2021,"[(55.66180370140602, 12.57719408189098), (55.66162715626118, 12.57656010701395)]"
p_pladser.932,Amager Vest,232,Artillerivej,7,2013,2021,"[(55.6577391663675, 12.569961326157019), (55.65804366565554, 12.57035765367567)]"
p_pladser.934,Amager Vest,232,Artillerivej,1,2013,2022,"[(55.6609590904805, 12.574395128850249), (55.66093323097753, 12.574311179919105)]"
p_pladser.935,Amager Vest,232,Artillerivej,3,2013,2022,"[(55.66159341337057, 12.576445095040004), (55.661511286238344, 12.57617783212826)]"
p_pladser.936,Amager Vest,232,Artillerivej,4,2013,2021,"[(55.66133954148937, 12.57590423189402), (55.66122853493396, 12.575545703073542)]"
p_pladser.938,Amager Vest,232,Artillerivej,4,2013,2022,"[(55.66106730305194, 12.574746215302927), (55.660958655945734, 12.574393744394872)]"
p_pladser.940,Amager Vest,232,Artillerivej,7,2013,2021,"[(55.662834239812234, 12.580899262344904), (55.662673155477556, 12.58032103287146)]"
p_pladser.942,Amager Vest,232,Artillerivej,10,2013,2021,"[(55.65847357890092, 12.570740220872535), (55.65889533638555, 12.571289244623205)]"
p_pladser.943,Amager Vest,232,Artillerivej,12,2013,2021,"[(55.662347017529136, 12.579147876282503), (55.662083427583426, 12.578199756113836)]"
p_pladser.937,Amager Vest,232,Artillerivej,4,2016,2021,"[(55.66322979580467, 12.581869378049673), (55.66308239974726, 12.581574481222471)]"
p_pladser.939,Amager Vest,232,Artillerivej,3,2020,2021,"[(55.65627094848497, 12.568588090899532), (55.656110147071885, 12.568600700220587)]"
p_pladser.933,Amager Vest,232,Artillerivej,16,2023,2023,"[(55.66326356746793, 12.582273295450447), (55.66303898974929, 12.581826062957488)]"
p_pladser.957,Amager Vest,237,Asger Jorns Allé,3,2016,2023,"[(55.61945756532557, 12.573713970036179), (55.61945756532557, 12.573713970036179), (55.61948648773083, 12.573481762945319)]"
p_pladser.953,Amager Vest,237,Asger Jorns Allé,2,2017,2024,"[(55.61966431107884, 12.571978313521027), (55.61964563864286, 12.572125858615378)]"
p_pladser.955,Amager Vest,237,Asger Jorns Allé,1,2017,2023,"[(55.6196959937545, 12.57172796112807), (55.619686530745994, 12.571802737057107)]"
p_pladser.956,Amager Vest,237,Asger Jorns Allé,2,2017,2023,"[(55.619686530745994, 12.571802737057107), (55.61966480754085, 12.57197439057653)]"
p_pladser.958,Amager Vest,237,Asger Jorns Allé,2,2017,2020,"[(55.61954774502249, 12.574032175646728), (55.61952188842902, 12.574245304294688)]"
p_pladser.952,Amager Vest,237,Asger Jorns Allé,9,2024,2024,"[(55.62009415639159, 12.569697966477131), (55.61999694859988, 12.570451156099436)]"
p_pladser.954,Amager Vest,237,Asger Jorns Allé,1,2024,2025,"[(55.6199713574167, 12.569640103099077), (55.619959965940204, 12.56972658662311)]"
p_pladser.959,Amager Vest,237,Asger Jorns Allé,8,2024,2025,"[(55.619959965940204, 12.56972658662311), (55.61987341427549, 12.570383665873633)]"
p_pladser.1103,Amager Vest,288,Axel Heides Gade,1,2004,2021,"[(55.66128524913058, 12.569985216083758), (55.66125959755568, 12.570045578773728)]"
p_pladser.1063,Amager Vest,288,Axel Heides Gade,1,2005,2022,"[(55.66050206792956, 12.57103594007118), (55.66047608453377, 12.571098538017395)]"
p_pladser.1064,Amager Vest,288,Axel Heides Gade,1,2005,2022,"[(55.66091407715019, 12.570067698874103), (55.66088697951652, 12.570132028108349)]"
p_pladser.1065,Amager Vest,288,Axel Heides Gade,1,2005,2022,"[(55.660732010860954, 12.57050254329837), (55.660703804940916, 12.570567009660484)]"
p_pladser.1066,Amager Vest,288,Axel Heides Gade,1,2005,2022,"[(55.661034459978524, 12.569782569105428), (55.66100687713249, 12.569848258134934)]"
p_pladser.1067,Amager Vest,288,Axel Heides Gade,1,2005,2022,"[(55.660461402070425, 12.571377937937608), (55.66044027256042, 12.571427909418189)]"
p_pladser.1068,Amager Vest,288,Axel Heides Gade,1,2005,2021,"[(55.6606267156169, 12.571542163906683), (55.66059886907899, 12.571606471333554)]"
p_pladser.1070,Amager Vest,288,Axel Heides Gade,1,2005,2021,"[(55.66054861502118, 12.571724155782306), (55.66051914067727, 12.571792988367013)]"
p_pladser.1071,Amager Vest,288,Axel Heides Gade,2,2005,2021,"[(55.66112832202684, 12.569806721490972), (55.66107472435598, 12.569934045199318)]"
p_pladser.1073,Amager Vest,288,Axel Heides Gade,2,2005,2021,"[(55.66120944667887, 12.569917221978645), (55.661154728588286, 12.570048085347942)]"
p_pladser.1074,Amager Vest,288,Axel Heides Gade,1,2005,2021,"[(55.660755320984265, 12.571237319736502), (55.66072930731555, 12.5712983658509)]"
p_pladser.1075,Amager Vest,288,Axel Heides Gade,1,2005,2021,"[(55.66058393445437, 12.571641672677695), (55.6605579074284, 12.571702454821137)]"
p_pladser.1076,Amager Vest,288,Axel Heides Gade,1,2005,2022,"[(55.66060898850119, 12.571023186071113), (55.66058142302236, 12.571088166189853)]"
p_pladser.1077,Amager Vest,288,Axel Heides Gade,2,2005,2022,"[(55.660572684164705, 12.571114889480596), (55.66050234704618, 12.571281102359485)]"
p_pladser.1078,Amager Vest,288,Axel Heides Gade,2,2005,2021,"[(55.66093361451281, 12.570269254898713), (55.660878847614185, 12.570399353700592)]"
p_pladser.1079,Amager Vest,288,Axel Heides Gade,2,2005,2021,"[(55.66086811985798, 12.570424837411183), (55.66081503116767, 12.570550948838523)]"
p_pladser.1082,Amager Vest,288,Axel Heides Gade,1,2005,2021,"[(55.66112862718187, 12.57035498630829), (55.66110254126058, 12.570416993716798)]"
p_pladser.1083,Amager Vest,288,Axel Heides Gade,1,2005,2022,"[(55.66021864736712, 12.571952038930235), (55.660191354766035, 12.572018194768281)]"
p_pladser.1084,Amager Vest,288,Axel Heides Gade,2,2005,2022,"[(55.66042977115544, 12.57145274530786), (55.66036918131401, 12.571596103406442)]"
p_pladser.1086,Amager Vest,288,Axel Heides Gade,1,2005,2022,"[(55.66106858296998, 12.569701304364285), (55.661044758218054, 12.569758043623525)]"
p_pladser.1087,Amager Vest,288,Axel Heides Gade,2,2005,2022,"[(55.66017996389206, 12.57204587028418), (55.660115146270144, 12.572199289705107)]"
p_pladser.1088,Amager Vest,288,Axel Heides Gade,1,2005,2022,"[(55.66094612860945, 12.569991645517947), (55.6609249362259, 12.570041931925136)]"
p_pladser.1090,Amager Vest,288,Axel Heides Gade,1,2005,2021,"[(55.66109348234927, 12.570438072558492), (55.661066265076464, 12.570501818674986)]"
p_pladser.1091,Amager Vest,288,Axel Heides Gade,1,2005,2021,"[(55.66102049533299, 12.570612939963619), (55.660994325286005, 12.570673129973489)]"
p_pladser.1092,Amager Vest,288,Axel Heides Gade,2,2005,2021,"[(55.660950850865234, 12.570529193992002), (55.66089432211866, 12.57066201364297)]"
p_pladser.1093,Amager Vest,288,Axel Heides Gade,2,2005,2021,"[(55.66101493806144, 12.570378614229254), (55.66096116773397, 12.570504953466454)]"
p_pladser.1094,Amager Vest,288,Axel Heides Gade,1,2005,2021,"[(55.66116783395205, 12.570261789810488), (55.661141871563515, 12.570323202260898)]"
p_pladser.1095,Amager Vest,288,Axel Heides Gade,2,2005,2021,"[(55.661144231447246, 12.570073190146863), (55.66109148742378, 12.57019875197445)]"
p_pladser.1096,Amager Vest,288,Axel Heides Gade,2,2005,2021,"[(55.66050784219179, 12.571575789320352), (55.660454174256614, 12.571701990599903)]"
p_pladser.1097,Amager Vest,288,Axel Heides Gade,1,2005,2021,"[(55.66124799027671, 12.570072892736182), (55.661221316893936, 12.570134979194046)]"
p_pladser.1098,Amager Vest,288,Axel Heides Gade,1,2005,2021,"[(55.66088441118261, 12.570685300251322), (55.66085659210815, 12.5707506634026)]"
p_pladser.1099,Amager Vest,288,Axel Heides Gade,1,2005,2021,"[(55.66054964469369, 12.57147748927649), (55.66052065618297, 12.571545656842105)]"
p_pladser.1101,Amager Vest,288,Axel Heides Gade,1,2005,2021,"[(55.66080288758267, 12.570575981342147), (55.66077246133513, 12.570647811132158)]"
p_pladser.1102,Amager Vest,288,Axel Heides Gade,2,2005,2021,"[(55.66099975274903, 12.570112142557788), (55.66094434223684, 12.57024377110292)]"
p_pladser.1105,Amager Vest,288,Axel Heides Gade,2,2005,2021,"[(55.661063996696136, 12.569959529164699), (55.66101048044055, 12.570086658675962)]"
p_pladser.1106,Amager Vest,288,Axel Heides Gade,1,2005,2022,"[(55.660275623275695, 12.572370734472592), (55.660238169870176, 12.572461026932771)]"
p_pladser.1107,Amager Vest,288,Axel Heides Gade,2,2005,2021,"[(55.66108090686722, 12.570223612383321), (55.66102635296466, 12.570351793589005)]"
p_pladser.1108,Amager Vest,288,Axel Heides Gade,1,2005,2022,"[(55.66076947764674, 12.570416910398816), (55.66074042260779, 12.570483317701944)]"
p_pladser.1109,Amager Vest,288,Axel Heides Gade,1,2005,2022,"[(55.66087680326793, 12.570154439147126), (55.66085012051685, 12.57021774618189)]"
