FID,district,street_code,street_name,no_of_spaces,year_creation,year_correction,coordinates
p_pladser.13333,Amager Øst,3892,Korfuvej,1,2004,2024,"[(55.653662663388936, 12.619800246731216), (55.65364922145606, 12.619725829238089)]"
p_pladser.13334,Amager Øst,3892,Korfuvej,1,2004,2024,"[(55.653939209421026, 12.621771057062084), (55.65391458992898, 12.62163738948038)]"
p_pladser.13335,Amager Øst,3892,Korfuvej,10,2004,2024,"[(55.65412101898092, 12.622719327422583), (55.65404260026344, 12.622276824384318), (55.65397432246722, 12.62190897602761)]"
p_pladser.13336,Amager Øst,3892,Korfuvej,4,2004,2024,"[(55.65391426133821, 12.62157106575819), (55.6538574463832, 12.621255628639318)]"
p_pladser.13337,Amager Øst,3892,Korfuvej,4,2004,2024,"[(55.65417216325592, 12.623059905721911), (55.654115848599965, 12.622742651066432)]"
p_pladser.13338,Amager Øst,3892,Korfuvej,7,2004,2024,"[(55.65368885993665, 12.620369245034865), (55.653585853837555, 12.619806386813206)]"
p_pladser.13339,Amager Øst,3892,Korfuvej,2,2004,2024,"[(55.65382939548915, 12.620717351933118), (55.653792668777996, 12.620516243297415)]"
p_pladser.13340,Amager Øst,3892,Korfuvej,4,2004,2024,"[(55.65375003191665, 12.620280019134302), (55.6536815902017, 12.61990224200815)]"
p_pladser.13341,Amager Øst,3892,Korfuvej,3,2004,2024,"[(55.654249728168224, 12.623058254418227), (55.65420216385786, 12.622798592165983)]"
p_pladser.13342,Amager Øst,3892,Korfuvej,6,2004,2024,"[(55.65401180611912, 12.621722381190914), (55.65396925537903, 12.621496874870525), (55.6539206317521, 12.621232422537192)]"
p_pladser.13343,Amager Øst,3896,Korinthvej,3,2004,2022,"[(55.64660098994882, 12.620768741803044), (55.64646366947368, 12.62084172696256)]"
p_pladser.13344,Amager Øst,3896,Korinthvej,5,2004,2021,"[(55.64712778021516, 12.620489460483075), (55.6468603062949, 12.620630835981864)]"
p_pladser.13345,Amager Øst,3896,Korinthvej,3,2004,2021,"[(55.646808816075335, 12.620657937746511), (55.64665146293679, 12.620741939753696)]"
p_pladser.13489,Amager Øst,3944,Kretavej,4,2004,2024,"[(55.65335235072817, 12.621783800704351), (55.65328902631319, 12.621435675709638)]"
p_pladser.13490,Amager Øst,3944,Kretavej,38,2004,2024,"[(55.65230271914627, 12.616213876470898), (55.652374258922215, 12.616620744519535), (55.652859580092276, 12.619386162027263)]"
p_pladser.13491,Amager Øst,3944,Kretavej,4,2004,2024,"[(55.65319389848797, 12.620913244338649), (55.65313736726909, 12.62060278825798)]"
p_pladser.13492,Amager Øst,3944,Kretavej,9,2004,2024,"[(55.65292974768761, 12.619388350505101), (55.65279783621567, 12.618635235979458)]"
p_pladser.13493,Amager Øst,3944,Kretavej,10,2004,2024,"[(55.652581744462694, 12.617405329614975), (55.652732116800806, 12.618253923097363)]"
p_pladser.13494,Amager Øst,3944,Kretavej,2,2004,2024,"[(55.65306676983524, 12.620215091228953), (55.65303500658159, 12.620040660945238)]"
p_pladser.13495,Amager Øst,3944,Kretavej,8,2004,2024,"[(55.65295608513047, 12.620004231674706), (55.652978974107576, 12.620126364228927), (55.65299309270644, 12.620204097474204), (55.65301830460362, 12.620344181380444), (55.65303812149908, 12.620453830039814), (55.65307333537685, 12.620648307067952)]"
p_pladser.13496,Amager Øst,3944,Kretavej,6,2004,2024,"[(55.65357798440466, 12.623022628370165), (55.6536766451093, 12.623564521744253)]"
p_pladser.13497,Amager Øst,3944,Kretavej,20,2004,2024,"[(55.65328794223291, 12.621819427721407), (55.65330516542713, 12.621914912704273), (55.65338838383618, 12.622372168292223), (55.6534637670766, 12.622787735081518), (55.653594900678435, 12.623517129383357)]"
p_pladser.13498,Amager Øst,3944,Kretavej,2,2004,2024,"[(55.653278126804764, 12.621377604848544), (55.65327676688204, 12.621370128790389), (55.65324632089104, 12.621201962497794)]"
p_pladser.13499,Amager Øst,3944,Kretavej,3,2004,2024,"[(55.65312321473641, 12.620525066718674), (55.65307890954438, 12.62028175778801)]"
p_pladser.13500,Amager Øst,3944,Kretavej,4,2004,2024,"[(55.65355632605309, 12.622903654589718), (55.65349496028634, 12.622566564000172)]"
p_pladser.13501,Amager Øst,3944,Kretavej,10,2004,2024,"[(55.65251976551072, 12.617047985442836), (55.652367974309975, 12.616193961931815)]"
p_pladser.13502,Amager Øst,3944,Kretavej,9,2004,2024,"[(55.65309546517268, 12.620769941535519), (55.653113218410425, 12.620867325279677), (55.653146098412684, 12.621049090578884), (55.653184973173055, 12.62125734882686), (55.653241223802056, 12.621560550823718)]"
p_pladser.13503,Amager Øst,3944,Kretavej,1,2004,2024,"[(55.65325473434424, 12.621635325380677), (55.65327522642178, 12.621748931885065)]"
p_pladser.13504,Amager Øst,3944,Kretavej,7,2004,2024,"[(55.65348167033684, 12.622491756907504), (55.65336589338967, 12.621860213802458)]"
p_pladser.13512,Amager Øst,3952,Krimsvej,8,2004,2021,"[(55.661313405444396, 12.629420207871677), (55.661132535554295, 12.629515067079737)]"
p_pladser.13513,Amager Øst,3952,Krimsvej,2,2004,2021,"[(55.65935861203339, 12.630539568104123), (55.659286919451276, 12.63058160830183)]"
p_pladser.13514,Amager Øst,3952,Krimsvej,8,2004,2021,"[(55.66178169419577, 12.62920573490758), (55.66164155773896, 12.629284994653217)]"
p_pladser.13515,Amager Øst,3952,Krimsvej,13,2004,2021,"[(55.660778225190974, 12.629517230325572), (55.66049529897615, 12.629665354138119), (55.66033006640253, 12.629716318951873), (55.66015485067153, 12.629815980332395)]"
p_pladser.13516,Amager Øst,3952,Krimsvej,26,2004,2021,"[(55.659132383131485, 12.6303349363625), (55.65860711012644, 12.630599452986019)]"
p_pladser.13517,Amager Øst,3952,Krimsvej,8,2004,2021,"[(55.66111723140738, 12.629523093468043), (55.66095766716364, 12.629606777900968)]"
p_pladser.13518,Amager Øst,3952,Krimsvej,1,2004,2021,"[(55.660010470158134, 12.630100512447354), (55.65997715140105, 12.630116080419441)]"
p_pladser.13519,Amager Øst,3952,Krimsvej,7,2004,2021,"[(55.66156459526449, 12.629317727358027), (55.66142747229678, 12.629385092397932)]"
p_pladser.13520,Amager Øst,3952,Krimsvej,10,2004,2021,"[(55.66032971399973, 12.62997260446097), (55.66011307407779, 12.630079020006804)]"
p_pladser.13521,Amager Øst,3952,Krimsvej,8,2004,2021,"[(55.660759019131056, 12.629748715666077), (55.660610192232376, 12.629829856388781)]"
p_pladser.13522,Amager Øst,3952,Krimsvej,1,2004,2021,"[(55.659381515208935, 12.630479097492781), (55.65935253600802, 12.63049458865758)]"
p_pladser.13523,Amager Øst,3952,Krimsvej,33,2004,2021,"[(55.659836060535035, 12.629957505757952), (55.659185244547736, 12.630301449073665)]"
p_pladser.13524,Amager Øst,3952,Krimsvej,6,2004,2021,"[(55.660957951898986, 12.629626761200083), (55.66083025695072, 12.62969222749664)]"
p_pladser.13525,Amager Øst,3952,Krimsvej,3,2004,2021,"[(55.6595622321248, 12.63037118420199), (55.65950705733691, 12.630399020614059)]"
p_pladser.13526,Amager Øst,3952,Krimsvej,3,2004,2021,"[(55.658513749591236, 12.630886382938712), (55.65836773777243, 12.630967868199265)]"
p_pladser.13527,Amager Øst,3952,Krimsvej,3,2004,2021,"[(55.65971491736463, 12.630255938339927), (55.6595744402345, 12.630332677698522)]"
p_pladser.13528,Amager Øst,3952,Krimsvej,28,2004,2022,"[(55.65856143731848, 12.630632012310365), (55.658002691682306, 12.630926358406958)]"
p_pladser.13529,Amager Øst,3952,Krimsvej,8,2004,2021,"[(55.660935357256534, 12.629339888183154), (55.66092514194707, 12.629339135756094), (55.66078249388044, 12.629438177246366)]"
p_pladser.13530,Amager Øst,3952,Krimsvej,2,2004,2021,"[(55.65947428039327, 12.630422061703657), (55.65943418659999, 12.630441305178252)]"
p_pladser.13531,Amager Øst,3952,Krimsvej,1,2004,2023,"[(55.66150014797359, 12.629130626807754), (55.66145199834363, 12.629156286363816)]"
p_pladser.13532,Amager Øst,3952,Krimsvej,3,2004,2021,"[(55.65799494853337, 12.630916111537337), (55.65792966528109, 12.63095561752446)]"
p_pladser.13533,Amager Øst,3952,Krimsvej,1,2004,2023,"[(55.66145199622, 12.629156273832395), (55.66138062116759, 12.629194139952535)]"
p_pladser.13534,Amager Øst,3952,Krimsvej,4,2004,2021,"[(55.65982458229265, 12.630239789703865), (55.65974455411223, 12.63028276471985)]"
p_pladser.13535,Amager Øst,3952,Krimsvej,4,2004,2023,"[(55.66121325975637, 12.629282973899658), (55.66103027295737, 12.629380023108649)]"
p_pladser.13536,Amager Øst,3952,Krimsvej,6,2004,2021,"[(55.65907580225666, 12.630649983347855), (55.65895688222693, 12.630707172811789)]"
p_pladser.13537,Amager Øst,3952,Krimsvej,1,2004,2021,"[(55.659848196408234, 12.630228732119992), (55.65982458229266, 12.630239789703843)]"
p_pladser.13538,Amager Øst,3952,Krimsvej,2,2004,2021,"[(55.65896503202113, 12.630753669730868), (55.65889427048097, 12.630792393586319)]"
p_pladser.13675,Amager Øst,4000,Krudtmøllegårds Allé,2,2004,2021,"[(55.64886154788967, 12.620028911826669), (55.648886861882545, 12.620234229982495)]"
p_pladser.13676,Amager Øst,4000,Krudtmøllegårds Allé,4,2004,2021,"[(55.64880753522665, 12.619590833103462), (55.64883323242999, 12.619799252826722), (55.64885198614599, 12.619951358693612)]"
p_pladser.13677,Amager Øst,4000,Krudtmøllegårds Allé,3,2004,2021,"[(55.64877478977471, 12.618754343317631), (55.64880421301656, 12.618992566425788)]"
p_pladser.13678,Amager Øst,4000,Krudtmøllegårds Allé,1,2004,2021,"[(55.64865664208661, 12.618355727993956), (55.64866967257109, 12.618464210698804)]"
p_pladser.13679,Amager Øst,4000,Krudtmøllegårds Allé,2,2004,2021,"[(55.64874235468022, 12.618491015360531), (55.648765743311635, 12.61867939277897)]"
p_pladser.13680,Amager Øst,4000,Krudtmøllegårds Allé,3,2004,2021,"[(55.648957003348855, 12.620822550388995), (55.648991422753284, 12.621115532958886)]"
p_pladser.13681,Amager Øst,4000,Krudtmøllegårds Allé,2,2004,2021,"[(55.64892762334587, 12.62057246900333), (55.64894787537292, 12.620744852924723)]"
p_pladser.13682,Amager Øst,4000,Krudtmøllegårds Allé,1,2004,2021,"[(55.64882394771184, 12.619152223852714), (55.6488346846846, 12.619239796192325)]"
p_pladser.13683,Amager Øst,4000,Krudtmøllegårds Allé,1,2004,2021,"[(55.64872362363476, 12.618337411269849), (55.64873307397404, 12.618411749909914)]"
p_pladser.13684,Amager Øst,4000,Krudtmøllegårds Allé,6,2004,2021,"[(55.64899649437769, 12.620555935686772), (55.64903850988561, 12.620923709612393), (55.64904289395689, 12.620960461746048), (55.64904728458008, 12.62099685641728), (55.64905762908102, 12.621083691595825), (55.64905894239497, 12.621095073746474)]"
p_pladser.13685,Amager Øst,4000,Krudtmøllegårds Allé,3,2004,2021,"[(55.6489378832409, 12.620080730757925), (55.648970585520225, 12.620346897379742)]"
p_pladser.13686,Amager Øst,4000,Krudtmøllegårds Allé,2,2004,2021,"[(55.64867899727501, 12.618541842199745), (55.64870386791697, 12.618748901391086)]"
p_pladser.13687,Amager Øst,4000,Krudtmøllegårds Allé,1,2004,2021,"[(55.648756634630125, 12.619178008052682), (55.64876846286491, 12.619263590047131)]"
p_pladser.13688,Amager Øst,4000,Krudtmøllegårds Allé,2,2004,2021,"[(55.64890633684001, 12.619823259399638), (55.648930454805146, 12.620019669577047)]"
p_pladser.13689,Amager Øst,4000,Krudtmøllegårds Allé,2,2004,2021,"[(55.64887903917855, 12.619601617831982), (55.648896811921325, 12.619746849491662)]"
p_pladser.13690,Amager Øst,4000,Krudtmøllegårds Allé,2,2004,2021,"[(55.648842418059054, 12.619303578470761), (55.64887007462817, 12.619527745109552)]"
p_pladser.13691,Amager Øst,4000,Krudtmøllegårds Allé,1,2004,2021,"[(55.64871319244012, 12.618826533025949), (55.64872711401188, 12.618942438375734)]"
p_pladser.13692,Amager Øst,4000,Krudtmøllegårds Allé,1,2004,2021,"[(55.648776916077274, 12.619342497560769), (55.64878994467796, 12.61944816502521)]"
p_pladser.13770,Amager Øst,4032,Kvintus Allé,3,2004,2024,"[(55.660102718428114, 12.619958861919853), (55.659965572713915, 12.62004824242359)]"
p_pladser.13771,Amager Øst,4032,Kvintus Allé,3,2004,2024,"[(55.66085532631032, 12.619444635280988), (55.660725120187614, 12.619529156379041)]"
p_pladser.13772,Amager Øst,4032,Kvintus Allé,1,2004,2024,"[(55.66103870233287, 12.619128868691623), (55.66099696351404, 12.619156878336977)]"
p_pladser.13773,Amager Øst,4032,Kvintus Allé,4,2004,2024,"[(55.66047467269073, 12.619551647195765), (55.66028445138522, 12.61967691381124)]"
p_pladser.13774,Amager Øst,4032,Kvintus Allé,2,2004,2024,"[(55.66011810683918, 12.619787764573777), (55.66003214763482, 12.619845352677396)]"
p_pladser.13775,Amager Øst,4032,Kvintus Allé,2,2004,2024,"[(55.660659058886246, 12.619449531739962), (55.660551795300705, 12.619520127568828)]"
p_pladser.13776,Amager Øst,4032,Kvintus Allé,4,2004,2024,"[(55.660674600942706, 12.61956208782891), (55.66046907868321, 12.6196995746794)]"
p_pladser.13777,Amager Øst,4032,Kvintus Allé,3,2004,2024,"[(55.661064067565576, 12.61930664189688), (55.660935390445545, 12.619392463490675)]"
p_pladser.13778,Amager Øst,4032,Kvintus Allé,4,2004,2024,"[(55.66096493761333, 12.619177772786609), (55.660877239797564, 12.619235658903081), (55.66086922605434, 12.619273271618567)]"
p_pladser.13779,Amager Øst,4032,Kvintus Allé,2,2004,2024,"[(55.66021877758169, 12.61972037237414), (55.66015005010694, 12.619764591228911), (55.66014879408237, 12.61976613969113), (55.66013789912211, 12.619773264685465)]"
p_pladser.13780,Amager Øst,4032,Kvintus Allé,3,2004,2024,"[(55.66085709417982, 12.619301213262855), (55.66071048936297, 12.619399251565982)]"
p_pladser.13782,Amager Øst,4032,Kvintus Allé,3,2004,2024,"[(55.66041734429042, 12.619733850546984), (55.66026546982981, 12.619831281485439)]"
p_pladser.13781,Amager Øst,4032,Kvintus Allé,1,2012,2021,"[(55.660996622390215, 12.619156858759775), (55.66096493761333, 12.619177772786609)]"
p_pladser.14186,Amager Øst,4172,Laplandsgade,3,2004,2024,"[(55.6688452255366, 12.611263480130363), (55.66877752613727, 12.611281413012177)]"
p_pladser.14187,Amager Øst,4172,Laplandsgade,9,2004,2024,"[(55.66910631455769, 12.611192373125037), (55.66891617320011, 12.611244312657274)]"
p_pladser.14188,Amager Øst,4172,Laplandsgade,2,2004,2024,"[(55.66845925289519, 12.611366015667633), (55.66840445062081, 12.611381270709366)]"
p_pladser.14189,Amager Øst,4172,Laplandsgade,10,2004,2024,"[(55.66831329307652, 12.611406645696238), (55.66809734804911, 12.611469236627828)]"
p_pladser.14190,Amager Øst,4172,Laplandsgade,20,2004,2024,"[(55.668082622723226, 12.611730511011782), (55.66766739216414, 12.611846411187049)]"
p_pladser.14191,Amager Øst,4172,Laplandsgade,28,2004,2024,"[(55.669409909323726, 12.61136535072001), (55.66882627182224, 12.611526964917125)]"
p_pladser.14192,Amager Øst,4172,Laplandsgade,1,2004,2023,"[(55.66855375989529, 12.611338599077133), (55.66853065562284, 12.6113446803987)]"
p_pladser.14193,Amager Øst,4172,Laplandsgade,8,2004,2024,"[(55.66871405951215, 12.611296406111938), (55.66855375989529, 12.611338599077133)]"
p_pladser.14194,Amager Øst,4172,Laplandsgade,7,2004,2024,"[(55.668336084225785, 12.611659789188787), (55.66818993814437, 12.611699075834895)]"
p_pladser.14195,Amager Øst,4172,Laplandsgade,7,2004,2024,"[(55.668595790875024, 12.611586505927589), (55.66844232438019, 12.611629810770289)]"
p_pladser.14196,Amager Øst,4172,Laplandsgade,4,2004,2024,"[(55.669395412339625, 12.61110941740108), (55.669305304996804, 12.611134031801926)]"
p_pladser.14197,Amager Øst,4172,Laplandsgade,4,2004,2024,"[(55.66927626519257, 12.611145948521918), (55.66917704686633, 12.61117305156673)]"
p_pladser.14198,Amager Øst,4172,Laplandsgade,15,2004,2024,"[(55.66797083796068, 12.611502593991618), (55.66765482357473, 12.611593757357404)]"
p_pladser.14269,Amager Øst,4216,Lemberggade,6,2004,2024,"[(55.66411818774633, 12.621010712536787), (55.66402272928148, 12.62052291983172), (55.6640197024692, 12.620507490438923)]"
p_pladser.14270,Amager Øst,4216,Lemberggade,14,2004,2024,"[(55.6639682555092, 12.619876570088284), (55.664044743308224, 12.620269999372816), (55.664201466981986, 12.621076161999143)]"
p_pladser.14271,Amager Øst,4216,Lemberggade,6,2004,2024,"[(55.66400402666912, 12.620427582121149), (55.66397682251731, 12.62028890813164), (55.66390270046119, 12.619918442753027)]"
p_pladser.14273,Amager Øst,4216,Lemberggade,2,2004,2024,"[(55.663812795968376, 12.619276823616838), (55.66384482125896, 12.619455301241148)]"
p_pladser.14276,Amager Øst,4216,Lemberggade,14,2004,2024,"[(55.6637000947675, 12.618219111629763), (55.66391110824749, 12.619431065177075)]"
p_pladser.14277,Amager Øst,4216,Lemberggade,11,2004,2024,"[(55.663632756488774, 12.618242367710996), (55.66379605825369, 12.619181104595025)]"
p_pladser.14268,Amager Øst,4216,Lemberggade,4,2023,2023,"[(55.66345759461213, 12.61712365149063), (55.66353746968535, 12.617450851803298)]"
p_pladser.14272,Amager Øst,4216,Lemberggade,2,2023,2023,"[(55.66358070810664, 12.617627975775347), (55.66362971217958, 12.617828720200292)]"
p_pladser.14274,Amager Øst,4216,Lemberggade,4,2023,2023,"[(55.663368655157775, 12.617171591817709), (55.66345392152876, 12.617519133112662)]"
p_pladser.14275,Amager Øst,4216,Lemberggade,2,2023,2023,"[(55.663495024493045, 12.61768666865243), (55.66354526268704, 12.617891441118722)]"
p_pladser.14278,Amager Øst,4220,Lemnosvej,9,2004,2024,"[(55.652685972168115, 12.620775254863549), (55.6528176957615, 12.62150911835771)]"
p_pladser.14279,Amager Øst,4220,Lemnosvej,4,2004,2024,"[(55.65295670852598, 12.62226476294777), (55.65301280795985, 12.622580548465066)]"
p_pladser.14280,Amager Øst,4220,Lemnosvej,1,2004,2024,"[(55.65303172102481, 12.622697220215827), (55.6530559050395, 12.62283484987323)]"
p_pladser.14281,Amager Øst,4220,Lemnosvej,3,2004,2024,"[(55.65307553718476, 12.622924476891539), (55.6531179079492, 12.623156493278238)]"
p_pladser.14282,Amager Øst,4220,Lemnosvej,5,2004,2024,"[(55.65265293186691, 12.620154391444764), (55.652724717196214, 12.62054473482494)]"
p_pladser.14283,Amager Øst,4220,Lemnosvej,5,2004,2024,"[(55.65297506140817, 12.621948485135267), (55.65304154279067, 12.62231616751306)]"
p_pladser.14284,Amager Øst,4220,Lemnosvej,1,2004,2024,"[(55.65264724069667, 12.620523479285184), (55.65266861692496, 12.620639217691359)]"
p_pladser.14285,Amager Øst,4220,Lemnosvej,2,2004,2024,"[(55.65290460065205, 12.621992651884641), (55.652935321183854, 12.622160972243071)]"
p_pladser.14286,Amager Øst,4220,Lemnosvej,1,2004,2024,"[(55.65317254916184, 12.623099321804835), (55.65318834177688, 12.623186722965022)]"
p_pladser.14287,Amager Øst,4220,Lemnosvej,1,2004,2024,"[(55.65293617295915, 12.621729430115824), (55.65295256596838, 12.621819920197854)]"
p_pladser.14288,Amager Øst,4220,Lemnosvej,3,2004,2024,"[(55.65258180132285, 12.620198482309087), (55.652625698140184, 12.620437989542012)]"
p_pladser.14289,Amager Øst,4220,Lemnosvej,2,2004,2024,"[(55.653279884545796, 12.623692356744098), (55.65331446790055, 12.623881710599004)]"
p_pladser.14290,Amager Øst,4220,Lemnosvej,3,2004,2024,"[(55.65321592460504, 12.623268234710089), (55.65325761082049, 12.623503070056415)]"
p_pladser.14291,Amager Øst,4220,Lemnosvej,2,2004,2024,"[(55.652834616950656, 12.621603392478205), (55.65286869188949, 12.62179323788269)]"
p_pladser.14292,Amager Øst,4220,Lemnosvej,6,2004,2024,"[(55.653136849908144, 12.62328236449396), (55.65323386750111, 12.623823242261572)]"
p_pladser.14293,Amager Øst,4220,Lemnosvej,2,2004,2024,"[(55.65313037464343, 12.622798263420679), (55.65316351661822, 12.622996848941947)]"
p_pladser.14294,Amager Øst,4220,Lemnosvej,6,2004,2024,"[(55.65274179138447, 12.620644383498366), (55.65283111145645, 12.621139365165996)]"
p_pladser.14295,Amager Øst,4220,Lemnosvej,4,2004,2024,"[(55.65285702368584, 12.621292169252724), (55.65291774972832, 12.62162709998622)]"
p_pladser.14306,Amager Øst,4232,Lergravsvej,2,2004,2024,"[(55.66321538285157, 12.620314048902484), (55.66317773124798, 12.620121748419786)]"
p_pladser.14307,Amager Øst,4232,Lergravsvej,3,2004,2021,"[(55.664306606164295, 12.626291610103744), (55.66434130212129, 12.626602563913579)]"
p_pladser.14308,Amager Øst,4232,Lergravsvej,10,2004,2021,"[(55.66407204981072, 12.624212846274458), (55.66407932191692, 12.624250188850166), (55.664088215674525, 12.62430382280438), (55.66409394591633, 12.624339191791098), (55.66410836934964, 12.62445465247601), (55.664176676062546, 12.625103329368068)]"
p_pladser.14309,Amager Øst,4232,Lergravsvej,18,2004,2021,"[(55.66373831487624, 12.623291747042058), (55.66386823127232, 12.623968654525893)]"
p_pladser.14310,Amager Øst,4232,Lergravsvej,2,2004,2024,"[(55.66350653805286, 12.621797186629136), (55.663474725968136, 12.62163360979456)]"
p_pladser.14311,Amager Øst,4232,Lergravsvej,7,2004,2021,"[(55.66418497879359, 12.626095110966679), (55.66421223641577, 12.626344680166463)]"
p_pladser.14312,Amager Øst,4232,Lergravsvej,6,2004,2024,"[(55.66213636041151, 12.614811756124135), (55.66205400642216, 12.614386532859434), (55.662034005736636, 12.614289488689758)]"
p_pladser.14313,Amager Øst,4232,Lergravsvej,11,2004,2022,"[(55.66361705066701, 12.623290492617267), (55.66379602974745, 12.624203432476557)]"
p_pladser.14314,Amager Øst,4232,Lergravsvej,10,2004,2024,"[(55.66419278679434, 12.625241939178771), (55.66420477415334, 12.625349992124876), (55.66422922598405, 12.625591502430805), (55.664236473595636, 12.625663087929023), (55.66428596240896, 12.626106721352544)]"
p_pladser.14315,Amager Øst,4232,Lergravsvej,2,2004,2022,"[(55.66408196244082, 12.626678504576715), (55.66410085030487, 12.626857642188167)]"
p_pladser.14316,Amager Øst,4232,Lergravsvej,5,2004,2022,"[(55.6638889985619, 12.623276844809629), (55.66397511702665, 12.623721672773446)]"
p_pladser.14317,Amager Øst,4232,Lergravsvej,8,2004,2024,"[(55.66363816347574, 12.622474015680194), (55.66351388435806, 12.621834961320364)]"
p_pladser.14318,Amager Øst,4232,Lergravsvej,2,2004,2024,"[(55.662249844346185, 12.615380425082481), (55.66223956548148, 12.615327209833978), (55.66221738322847, 12.615220342417604)]"
p_pladser.14319,Amager Øst,4232,Lergravsvej,16,2004,2022,"[(55.66388615458902, 12.624834808191723), (55.664038840054516, 12.626262650206177)]"
p_pladser.14320,Amager Øst,4232,Lergravsvej,1,2004,2024,"[(55.662465954575836, 12.616421002556471), (55.662439982724905, 12.616288368763264)]"
p_pladser.14321,Amager Øst,4232,Lergravsvej,4,2004,2024,"[(55.66317111856398, 12.620087975227698), (55.66309552947586, 12.619701920656787)]"
p_pladser.14322,Amager Øst,4232,Lergravsvej,5,2004,2024,"[(55.66264303818113, 12.617342382857089), (55.662561833919035, 12.61692291169394)]"
p_pladser.14323,Amager Øst,4232,Lergravsvej,7,2004,2024,"[(55.662512460316286, 12.617150134746073), (55.6623921744984, 12.616534307932382)]"
p_pladser.14324,Amager Øst,4232,Lergravsvej,1,2004,2024,"[(55.66255212072102, 12.617353188295146), (55.662534465038135, 12.617262794371445)]"
p_pladser.14325,Amager Øst,4232,Lergravsvej,15,2004,2024,"[(55.66346859957518, 12.62160270894891), (55.66329943696248, 12.620760069982353), (55.66322219274903, 12.620349020482646)]"
p_pladser.14326,Amager Øst,4232,Lergravsvej,9,2004,2024,"[(55.663379691498314, 12.620713996788401), (55.66352800337511, 12.621486577690384)]"
p_pladser.14327,Amager Øst,4232,Lergravsvej,7,2004,2024,"[(55.6636144333985, 12.621920403621479), (55.66371526102614, 12.622420492822194), (55.66374079983188, 12.622527112716266)]"
p_pladser.14328,Amager Øst,4232,Lergravsvej,3,2004,2024,"[(55.66229453607012, 12.615611802674369), (55.662249844346185, 12.615380425082481)]"
p_pladser.14329,Amager Øst,4232,Lergravsvej,2,2004,2024,"[(55.66319843224636, 12.619794474750107), (55.663230331769235, 12.619961522782434)]"
p_pladser.14330,Amager Øst,4232,Lergravsvej,14,2004,2024,"[(55.66220996947098, 12.61554744845311), (55.66207468855096, 12.614855614328633), (55.662010173350154, 12.614533733882636), (55.661971762033076, 12.61433687634914)]"
p_pladser.14331,Amager Øst,4232,Lergravsvej,1,2004,2024,"[(55.662561833919035, 12.61692291169394), (55.66254554284192, 12.616838759130218)]"
p_pladser.14332,Amager Øst,4232,Lergravsvej,3,2004,2024,"[(55.662812332750335, 12.618479213162262), (55.66276032818656, 12.618314698288113), (55.66273080412548, 12.61820143478871)]"
p_pladser.14333,Amager Øst,4232,Lergravsvej,7,2004,2024,"[(55.66303900422496, 12.619414177787744), (55.66295526934259, 12.618978158552197), (55.662916932627645, 12.618802003907387)]"
p_pladser.14334,Amager Øst,4232,Lergravsvej,4,2004,2023,"[(55.664222056571205, 12.626472751661087), (55.66423965154809, 12.62662263354167)]"
p_pladser.14335,Amager Øst,4232,Lergravsvej,1,2004,2023,"[(55.66423965154809, 12.62662263354167), (55.664246525569496, 12.62668118999262)]"
p_pladser.14336,Amager Øst,4232,Lergravsvej,1,2004,2024,"[(55.66309552947586, 12.619701920656787), (55.6630789831653, 12.619617415065848)]"
p_pladser.14337,Amager Øst,4232,Lergravsvej,16,2004,2023,"[(55.663779438633185, 12.62336077337016), (55.66389844539564, 12.623968969722037)]"
p_pladser.14338,Amager Øst,4232,Lergravsvej,13,2004,2024,"[(55.66299056615538, 12.618747139861815), (55.6630102866207, 12.61884126766091), (55.66307631763856, 12.619171437601828), (55.663130929064714, 12.619440986125086), (55.66319843224636, 12.619794474750107)]"
p_pladser.14339,Amager Øst,4232,Lergravsvej,1,2004,2023,"[(55.66374079983188, 12.622527112716266), (55.66375992785443, 12.62260696909815)]"
p_pladser.14340,Amager Øst,4232,Lergravsvej,1,2004,2024,"[(55.6630789831653, 12.619617415065848), (55.663065110679405, 12.61954656556296)]"
p_pladser.14341,Amager Øst,4232,Lergravsvej,7,2004,2024,"[(55.66287840158067, 12.618347573050809), (55.6628559185404, 12.618285534113806), (55.66283888857878, 12.618235554552147), (55.66282258244276, 12.618184621819376), (55.66280609466911, 12.618128179015237), (55.66278940694057, 12.618067225041102), (55.66277249178641, 12.618003258243547), (55.66276442812129, 12.617965909427387), (55.66275602510259, 12.617928978822745), (55.66274105235321, 12.617858769980726), (55.66272604205676, 12.617779809366363), (55.66272126157839, 12.617752615853927)]"
p_pladser.14342,Amager Øst,4232,Lergravsvej,4,2004,2024,"[(55.663316294381396, 12.620382153250416), (55.663379691498314, 12.620713996788401)]"
p_pladser.14343,Amager Øst,4232,Lergravsvej,1,2004,2025,"[(55.663768985334976, 12.623307351630654), (55.663779438633185, 12.62336077337016)]"
p_pladser.14344,Amager Øst,4232,Lergravsvej,1,2004,2023,"[(55.66376517466335, 12.623287877172231), (55.663768985334976, 12.623307351630654)]"
p_pladser.14345,Amager Øst,4232,Lergravsvej,5,2004,2024,"[(55.66271050035395, 12.618178191822324), (55.662625015820126, 12.617743713654072)]"
p_pladser.14384,Amager Øst,4244,Liden Gunvers Vej,6,2004,2024,"[(55.656296297937466, 12.633328924510977), (55.65600518146108, 12.633501756974157)]"
